###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
59645.830296 -21.525  2.239    -9   20 o  0   1.34  77.79369 -68.95426  8911.61  9123.57 2.80 2.44 -67.9 -0.536 19.30 20.77 03a59646o0164o
59645.840379 -22.273  3.958    -4   18 o  0   1.09  77.79369 -68.95426   346.82  8864.71 2.82 2.43 -41.5 -0.529 19.32 20.97 03a59646o0186o
59645.844156  19.912  0.517    39   20 o  0   1.01  77.79369 -68.95426   364.21  8901.77 2.67 2.28 -40.8 -0.565 19.34 20.97 03a59646o0194o
59645.853777  23.175  9.167     2   18 o  0   1.21  77.79369 -68.95426   315.20  8831.19 2.60 2.23 -39.5 -0.560 19.29 20.94 03a59646o0215o
59645.866126  21.354  1.847    10   19 o  0   1.02  77.79369 -68.95426   295.29  8948.46 2.74 2.31 -38.5 -0.551 19.32 20.90 03a59646o0242o
59652.003483  20.274  0.958    28   27 o  0   1.49  77.79369 -68.95426  7557.33  4392.71 2.55 2.43 -22.4 -0.457 18.44 19.43 04a59652o0039o
59652.007264 -19.931  0.641   -39   25 o  0   1.06  77.79369 -68.95426  7573.98  4430.97 2.57 2.42 -49.3 -0.457 18.58 19.71 04a59652o0047o
59652.012936  20.723  1.237    19   23 o  0   1.28  77.79369 -68.95426  7509.17  4348.28 2.49 2.40 -19.4 -0.463 18.61 19.86 04a59652o0059o
59652.023679 -20.455  1.088   -24   26 o  0   0.76  77.79369 -68.95426  7482.00  4457.97 2.36 2.13 -18.9 -0.476 18.74 19.88 04a59652o0081o
59656.066411 -20.962  2.043   -15   31 o  0   1.00  77.79369 -68.95426  7507.69  4373.23 2.40 2.14 -25.2 -0.459 18.40 19.04 04a59656o0181o
59656.069313  20.453  1.430    24   34 o  0   0.87  77.79369 -68.95426  7524.66  4412.83 2.52 2.27 -22.5 -0.438 18.33 19.04 04a59656o0187o
59656.075453 -20.060  0.786   -34   27 o  0   1.34  77.79369 -68.95426  7463.09  4330.86 2.29 2.07 -28.6 -0.470 18.39 19.03 04a59656o0199o
59656.086130 -19.905  0.805   -40   32 o  0   1.07  77.79369 -68.95426  7435.00  4444.94 2.38 2.11 -25.1 -0.456 18.34 18.99 04a59656o0220o
59659.996906  21.514  3.326     9   30 o  0   0.79  77.79369 -68.95426  5306.02   325.16 2.63 2.38  51.2 -0.462 18.64 19.64 04a59660o0041o
59660.000104 -20.574  1.057   -21   23 o  0   1.12  77.79369 -68.95426  5324.91   363.14 2.68 2.41  44.2 -0.459 18.83 20.15 04a59660o0048o
59660.004747 -19.995  0.841   -36   31 o  0   1.21  77.79369 -68.95426  6016.44 10486.90 2.64 2.23 -78.0 -0.508 19.11 20.66 04a59660o0058o
