recno,WDJname,GaiaDR3,RA_ICRS,e_RA_ICRS,DE_ICRS,e_DE_ICRS,plx,e_plx,Gmag,RPmag,BPmag,gmag,rmag,Variable,Periodic,Freq,gAmp,rAmp,Class,Note,Simbad
118,WDJ205214.06+035833.79,1734149262590636800,313.05866824989,0.080386,3.97578789100,0.042979,4.3720,0.1013,17.2113,17.4471,17.1099,17.03577,17.46778,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
119,WDJ211736.85+065525.94,1739636512805502976,319.40363030751,0.119130,6.92386968651,0.117090,5.7776,0.1462,17.9755,17.7338,17.8914,17.85625,17.96473,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
120,WDJ212128.17+072416.72,1740097341320384000,320.36753582671,0.096364,7.40483347232,0.099382,8.6873,0.1141,17.5894,17.4051,17.6700,17.64620,17.65481,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
121,WDJ203750.60+061227.67,1747832062024486912,309.46104352533,0.041458,6.20743528180,0.031541,12.2246,0.0526,16.4154,16.4012,16.4431,16.36830,16.55777,True,True,282.8114045158,0.096482480,0.082997860,ZZ_Ceti,---,Simbad
122,WDJ202932.51+070107.70,1748833236082347136,307.38548293134,0.051643,7.01881287588,0.042343,1.9153,0.0683,16.6243,16.8952,16.4839,16.46671,16.92687,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
123,WDJ204307.43+121926.72,1755145979013455872,310.78110097518,0.083946,12.32406472783,0.060743,6.3748,0.1096,17.9103,17.8983,17.9520,17.84886,18.06346,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
124,WDJ202914.24+122817.11,1755694777053825792,307.30933834212,0.094467,12.47131371024,0.077973,1.3548,0.1442,17.8226,18.0114,17.7319,17.69971,18.13644,True,True,4.8688583159,0.093241700,0.177820050,WD-MS_binaries,---,Simbad
125,WDJ204845.82+133354.86,1761356059346267648,312.19102435498,0.048931,13.56516703755,0.031637,6.3235,0.0726,16.6534,16.7982,16.5471,16.46603,16.89294,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
126,WDJ215151.11+153653.56,1769711243905794560,327.96300620436,0.069865,15.61477320613,0.051965,1.7343,0.0719,16.5238,16.8146,16.3735,16.37148,16.83803,True,True,1.6230969265,0.079220620,0.082291165,Unknown_type,---,Simbad
127,WDJ042017.25+361627.27,177368203568437120,65.07199642574,0.039048,36.27297335961,0.026477,16.0504,0.0442,15.6661,15.6391,15.6906,15.63270,15.80927,False,False,0.0000000000,0.000000000,0.000000000,---,"in_SIMBAD_(V*),_in_MWDD",Simbad
128,WDJ221512.18+213905.52,1781896688895465344,333.80080678726,0.061366,21.65149097474,0.058225,4.1660,0.0720,16.2434,16.5438,16.0989,16.08852,16.56561,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
129,WDJ220939.41+214751.18,1782043950438695808,332.41444788819,0.085738,21.79754399641,0.102748,7.2774,0.1000,17.6038,17.6127,17.6525,17.54598,17.73567,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
130,WDJ043405.03+391125.34,178949262640226176,68.52125285310,0.094234,39.18987398258,0.067899,7.1628,0.1068,17.6512,17.5857,17.7149,17.65556,17.77186,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
131,WDJ214446.87+242445.64,1794680225259350144,326.19550345620,0.099631,24.41288301594,0.086486,6.7596,0.1169,17.7374,17.7192,17.7749,17.71067,17.87942,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
132,WDJ214854.21+245754.54,1796210023892145408,327.22674983733,0.177052,24.96520249780,0.163072,7.9088,0.1787,17.8997,17.6399,17.8749,17.83232,17.85777,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
133,WDJ213959.16+244011.56,1797734879016276096,324.99652983776,0.094574,24.66983137669,0.096741,1.1394,0.1129,17.3414,17.7064,17.1994,17.19175,17.66438,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
134,WDJ214725.82+271120.56,1800112366754245376,326.85765505312,0.072695,27.18904558545,0.095300,6.9922,0.1181,17.7347,17.7152,17.7706,17.69094,17.87686,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
135,WDJ214313.38+282717.41,1801198478081592192,325.80604286619,0.090990,28.45507215323,0.092114,3.8613,0.1468,17.9066,17.8661,17.7088,17.61195,17.91033,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
136,WDJ195952.94+143534.17,1807309147099442432,299.97056638131,0.059960,14.59281778698,0.056632,1.5534,0.0919,17.5120,17.8537,17.3542,17.33554,17.87640,True,True,3.3369554712,0.122773360,0.110003440,---,---,Simbad
137,WDJ200937.02+165219.12,1809460380271929344,302.40437649579,0.037538,16.87210170327,0.030411,2.9272,0.0522,16.7903,16.7701,16.7595,16.74292,17.02194,True,True,9.6083144013,0.109045150,0.270634885,---,---,Simbad
138,WDJ200736.50+174214.73,1809844934461976832,301.90243261138,0.021497,17.70398444240,0.017079,22.1035,0.0304,15.1810,15.0572,15.2275,15.28516,15.35962,True,True,35.2808892490,0.182360295,0.223343445,---,in_SIMBAD_(CV),Simbad
139,WDJ201459.75+184544.26,1810340947334738944,303.74865574787,0.111893,18.76228775508,0.086365,4.7658,0.1689,17.9770,18.0380,17.9479,17.85520,18.14516,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
140,WDJ203728.70+145353.15,1810475401285228928,309.36951549985,0.027968,14.89793119394,0.024211,11.3956,0.0432,15.1498,15.3379,15.0457,15.02599,15.42977,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
141,WDJ203804.29+234059.97,1819329248736952704,309.51797991988,0.049485,23.68318545148,0.050384,8.8655,0.0710,17.1561,17.1264,17.1807,17.11988,17.30194,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
142,WDJ193725.67+201558.07,1825570630817994112,294.35676209520,0.035988,20.26605485943,0.042672,7.9649,0.0561,16.7743,16.5266,16.7356,16.67015,16.82545,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
143,WDJ201055.49+233421.48,1830536094036524032,302.73067819483,0.062962,23.57227838146,0.066748,6.1250,0.0977,17.8759,17.8878,17.8918,17.85943,18.22762,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
144,WDJ053628.03+353229.19,183138612392838784,84.11686096432,0.129752,35.54141769641,0.101212,4.4228,0.1417,17.8694,17.9924,17.8183,17.75220,18.07440,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
145,WDJ205521.32+223811.07,1839072118176095744,313.83877135990,0.063480,22.63636763210,0.047075,1.7643,0.0844,17.3660,17.4097,17.3404,17.30012,17.61597,True,True,4.0533027943,0.133717100,0.237354260,WD-MS_binaries,---,Simbad
146,WDJ210452.73+233321.42,1840865211187303424,316.21952939121,0.031757,23.55534846232,0.037473,14.7846,0.0427,15.9849,15.9741,16.0056,15.95326,16.13489,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
147,WDJ205904.51+252333.81,1844311394160744960,314.76896449200,0.045904,25.39268724272,0.037592,8.0879,0.0621,16.8410,17.0063,16.8581,16.73081,17.02889,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
148,WDJ211119.44+315846.43,1853123945507031808,317.83099397469,0.052078,31.97951937115,0.072518,0.8082,0.0974,17.9692,18.0692,17.9253,17.90835,18.20438,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
149,WDJ205209.52+294430.92,1858595974363522304,313.03973247970,0.039851,29.74196889341,0.055187,1.2936,0.0849,17.4135,17.6599,17.2279,17.12870,17.52930,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
150,WDJ203737.79+323833.34,1862796379351925888,309.40762275518,0.043519,32.64266232684,0.054299,5.7324,0.0674,17.4627,17.4220,17.5143,17.47744,17.60488,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
151,WDJ202841.38+325837.35,1863757043284422784,307.17233311789,0.048379,32.97699744788,0.064936,1.3186,0.0757,17.4541,17.6747,17.3127,17.30702,17.66536,True,True,1.2346120945,0.470714620,0.483401695,Unknown_type,---,Simbad
152,WDJ050215.07+381424.71,186863929583753856,75.56290195223,0.058693,38.24025099232,0.035393,5.7786,0.0695,16.8957,17.0337,16.8195,16.80691,17.13601,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
153,WDJ205925.47+354837.24,1869749145436680576,314.85616729037,0.057862,35.81034308638,0.072587,1.6049,0.0889,17.8699,18.1817,17.7486,17.72878,18.21841,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
154,WDJ051454.97+373020.13,187330225592045824,78.72795044041,0.077889,37.50520703220,0.047349,18.9677,0.0916,17.3961,16.9400,17.6799,17.81844,17.40147,True,True,0.0850600830,0.144971490,0.110059380,---,---,Simbad
155,WDJ222301.60+220131.69,1874954641491354624,335.75692802937,0.049696,22.02519546460,0.048197,14.1228,0.0608,15.7704,15.9316,15.7031,15.63251,15.98186,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
156,WDJ222301.71+220125.28,1874954645786146304,335.75734963462,0.047397,22.02341248511,0.051184,14.1971,0.0603,16.1136,16.1740,16.1075,16.02161,16.26730,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
157,WDJ223405.82+232510.96,1875390155471117568,338.52425559815,0.088649,23.41971521798,0.106983,2.8401,0.1289,17.3979,17.6170,17.2376,17.19727,17.64661,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
158,WDJ052026.35+381240.87,187576000803144704,80.10981616533,0.037167,38.21105895036,0.027710,13.4028,0.0428,15.3686,15.5272,15.2695,15.23848,15.61169,True,True,3.5374905183,0.079512430,0.070598265,---,---,Simbad
159,WDJ221519.86+253059.05,1879989790567353344,333.83276630412,0.062581,25.51640178627,0.087988,0.8401,0.1004,17.0554,17.4117,16.8872,16.88990,17.38948,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
160,WDJ220448.90+254307.12,1891820737544168576,331.20404905582,0.041078,25.71869264539,0.049987,9.9877,0.0661,16.6779,16.8959,16.5448,16.52050,16.97623,True,True,3.4693933453,0.092259230,0.084784315,---,---,Simbad
161,WDJ220247.69+275010.67,1893101535448502400,330.69893125048,0.050301,27.83643199123,0.066375,2.2275,0.0714,16.5531,16.8573,16.3888,16.38440,16.88705,True,True,1.2261095631,0.059449200,0.064386740,Unknown_type,in_SIMBAD_(V*),Simbad
162,WDJ220420.60+282321.36,1893512958955407232,331.08609761075,0.076692,28.38937540463,0.076445,5.2690,0.1041,17.7449,17.6703,17.8595,17.76512,17.86388,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
163,WDJ215040.62+303534.09,1897597369775277568,327.66892025174,0.022694,30.59368358937,0.024674,13.9736,0.0424,15.9411,15.9438,15.9572,15.88144,16.08905,False,False,0.0000000000,0.000000000,0.000000000,---,in_MWDD,Simbad
164,WDJ215832.88+320635.78,1898174235426878208,329.63688932362,0.046433,32.10984228173,0.062980,1.4474,0.0963,17.4658,17.7283,17.3234,17.29470,17.78957,True,True,4.0239884047,0.153905485,0.158934265,---,---,Simbad
165,WDJ222958.08+302410.01,1900545847646195840,337.49227387928,0.024222,30.40226636973,0.040511,10.9800,0.0465,16.1965,16.1151,16.2509,16.19199,16.32956,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
166,WDJ054043.66+403824.29,191101206879480704,85.18187996310,0.109988,40.64013286303,0.092194,9.5361,0.1138,17.6199,17.6538,17.6524,17.58367,17.77431,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
167,WDJ055411.87+422101.98,192370146377407872,88.55009308144,0.093962,42.34978892921,0.080532,6.5752,0.1059,17.4619,17.4612,17.4836,17.42247,17.62242,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
168,WDJ233849.47+475115.67,1940056553173007488,354.70658326594,0.043927,47.85430598822,0.050657,2.4907,0.0798,17.5488,17.7530,17.4384,17.41027,17.82492,True,True,1.1617655372,0.113244165,0.097910060,---,---,Simbad
169,WDJ233604.33+490755.64,1943405188853782144,354.01831441682,0.064022,49.13219255891,0.065813,5.2856,0.1043,17.7243,17.6628,17.6676,17.59373,17.84847,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
170,WDJ233741.83+492130.26,1943433329480153344,354.42405345581,0.037807,49.35830164000,0.040947,9.1694,0.0625,17.0731,17.0553,17.1003,17.04762,17.21779,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
171,WDJ233453.60+500206.92,1944442608134953472,353.72296931924,0.040601,50.03531832807,0.041299,8.7335,0.0615,17.0726,17.0705,17.1003,17.04165,17.23667,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
172,WDJ233921.05+512410.79,1944856063168152832,354.83815448103,0.034956,51.40251494712,0.035283,9.9252,0.0554,16.8045,16.8020,16.8298,16.75363,16.92986,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
173,WDJ214944.77+343243.99,1948952328095510784,327.43663801813,0.048515,34.54527468858,0.056937,5.7185,0.0863,17.5206,17.4098,17.5948,17.54940,17.63175,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
174,WDJ213119.93+345246.84,1950573244454108160,322.83306654108,0.048821,34.87963881281,0.065598,1.8254,0.0923,17.4906,17.7381,17.3779,17.38308,17.76165,True,True,2.3080667031,0.148035480,0.145543050,---,---,Simbad
175,WDJ215309.86+461902.53,1974423541446133248,328.29149419140,0.072965,46.31748555921,0.079192,6.8134,0.0821,17.7741,17.7889,17.8098,17.75703,17.93244,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
176,WDJ220614.74+470851.44,1975104521407118464,331.56082368760,0.023354,47.14733794074,0.026715,14.1654,0.0313,15.5485,15.6606,15.5128,15.43045,15.76297,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
177,WDJ215938.99+481305.98,1976192282007568128,329.91248923793,0.054367,48.21829389661,0.050387,1.9610,0.0610,16.4578,16.4114,16.3084,16.34518,16.69112,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
178,WDJ213601.71+495456.54,1979173710875657344,324.00672673614,0.043049,49.91559101112,0.041635,9.1476,0.0481,16.5927,16.5616,16.6365,16.59020,16.73086,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
179,WDJ224942.40+481751.35,1985385814114087808,342.42676492590,0.083869,48.29761712357,0.082039,3.3027,0.1080,17.9810,17.8585,17.9092,17.86058,18.16864,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
180,WDJ223247.14+480714.18,1987013675437179008,338.19635495704,0.055652,48.12017491808,0.052876,9.0861,0.0701,17.1002,16.8995,17.0601,17.03279,17.20785,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
181,WDJ233707.27+551150.55,1997488585282421376,354.28014430910,0.066603,55.19732687877,0.068041,5.3782,0.0932,17.7387,17.8350,17.6921,17.64456,17.92828,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
182,WDJ234521.27+562158.54,1997935055713474304,356.33881324495,0.112244,56.36614114445,0.096065,3.0535,0.1391,17.9254,17.7655,17.8337,17.78639,18.02984,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
183,WDJ234507.33+581315.07,1999127510441929600,356.28079214990,0.044599,58.22087933055,0.043403,10.2350,0.0609,16.8802,16.8688,16.9107,16.87823,17.05003,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
184,WDJ223305.10+505619.57,2000317246438002688,338.27198196391,0.061140,50.93886518360,0.058567,7.5549,0.0731,17.5871,17.5692,17.6364,17.56089,17.72764,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
185,WDJ223636.84+530311.06,2002232359484482304,339.15194610126,0.048716,53.05254324310,0.047807,12.5449,0.0597,16.7777,16.6809,16.8020,16.81647,16.91402,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
186,WDJ230104.52+584119.40,2013322136838083840,345.27004850583,0.058969,58.68852177433,0.059024,7.2320,0.0728,17.5511,17.5413,17.5977,17.53754,17.67324,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
187,WDJ235915.98+653225.97,2017326107204193152,359.81626325286,0.082950,65.54060320336,0.075376,6.2193,0.1058,17.9947,18.0039,18.0498,18.00294,18.12966,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
188,WDJ193615.25+210058.25,2018186307564757760,294.06375245480,0.080396,21.01619325033,0.091866,9.9863,0.1214,17.6886,17.4367,17.7652,17.75726,17.77901,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
189,WDJ045631.47+413120.83,201854258801563520,74.13089538654,0.056716,41.52197928465,0.037535,10.1996,0.0647,16.8319,16.7869,16.8518,16.79844,16.96632,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
190,WDJ045722.54+415556.48,201881364339401728,74.34402675666,0.024816,41.93140690157,0.015427,26.2394,0.0296,14.0220,14.1140,13.9935,13.91777,14.22086,False,False,0.0000000000,0.000000000,0.000000000,---,in_SIMBAD_(V*),Simbad
191,WDJ193844.94+242931.58,2021161620421893376,294.68725827586,0.044536,24.49206816578,0.078015,1.6591,0.1054,17.9950,17.8861,17.9677,18.00753,18.22641,True,True,19.4743779134,0.220634565,0.319340440,---,---,Simbad
192,WDJ190917.16+245241.05,2023651155237935360,287.32152818965,0.037762,24.87815195580,0.058214,6.1531,0.0747,17.2538,17.2815,17.2659,17.21415,17.42791,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
193,WDJ192154.59+271437.48,2025832998631293952,290.47747560921,0.036440,27.24380390940,0.049127,9.5519,0.0576,16.9972,16.9859,17.0221,16.97787,17.15542,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
194,WDJ192330.13+281348.41,2026040905089765888,290.87563459449,0.042958,28.22977047442,0.055763,8.1526,0.0681,17.2954,17.2723,17.3421,17.30041,17.46971,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
195,WDJ195227.88+250929.18,2026653131220381824,298.11617887230,0.012236,25.15876317966,0.018888,21.0917,0.0253,15.1274,15.1257,15.1410,15.10375,15.28336,False,False,0.0000000000,0.000000000,0.000000000,---,"in_SIMBAD_(V*),_in_MWDD",Simbad
196,WDJ195237.76+301523.80,2033382692116807296,298.15740445753,0.072355,30.25651321535,0.085310,5.2664,0.1120,17.9563,17.7794,17.8499,17.82263,18.09208,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
197,WDJ185924.85+330157.53,2043899619620928000,284.85319746379,0.062213,33.03259009219,0.070941,10.8986,0.0810,17.7172,17.6137,17.8284,17.79653,17.81720,True,True,14.6873062235,0.182049580,0.125343630,Spotted_variables,---,Simbad
198,WDJ193432.86+330507.84,2045641456515474944,293.63687221495,0.042522,33.08546768140,0.054315,1.3269,0.0592,16.9896,16.9499,16.7952,16.79770,17.13958,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
199,WDJ193955.99+343220.97,2047237462045729152,294.98332279044,0.069846,34.53917528905,0.083212,2.3669,0.0935,17.6955,17.3432,17.3638,17.35653,17.61861,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
200,WDJ193924.48+354557.67,2048212728863128064,294.85195462946,0.054994,35.76588507354,0.064864,2.6362,0.0746,17.6304,17.8918,17.4995,17.50373,17.96153,True,True,0.6148382426,0.141358350,0.106658960,---,---,Simbad
201,WDJ050018.81+440654.25,205380770549396736,75.07824836621,0.041496,44.11487763565,0.027642,10.9793,0.0449,16.0907,16.1895,16.0593,15.97795,16.27374,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
202,WDJ201222.27+311348.88,2053953008490747392,303.09295615053,0.016015,31.23065564917,0.019275,32.5090,0.0234,14.7731,14.9246,14.6967,14.76985,14.94668,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
203,WDJ201343.26+341355.59,2055661546498684416,303.43095464742,0.021926,34.23247830266,0.024299,22.0889,0.0303,15.6575,15.6481,15.6766,15.64435,15.78502,False,False,0.0000000000,0.000000000,0.000000000,---,in_MWDD,Simbad
204,WDJ202811.64+350525.08,2056368017063855360,307.04848707175,0.063046,35.09031449586,0.073086,1.4922,0.0909,17.9083,17.9342,17.8442,17.85159,18.19798,True,True,2.3091054766,0.124482760,0.199183855,WD-MS_binaries,---,Simbad
205,WDJ050932.26+450954.98,205725119549955456,77.38429828602,0.081731,45.16514256467,0.054675,7.5228,0.0927,17.4335,17.4324,17.4731,17.40535,17.57968,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
206,WDJ200336.95+383030.62,2060393432246347648,300.90395586871,0.049583,38.50849343223,0.057058,1.1168,0.0639,17.2527,17.5754,17.1203,17.14457,17.59910,False,False,0.0000000000,0.000000000,0.000000000,---,---,Simbad
