source_id,nss_solution_type,goodness_of_fit,ipd_frac_multi_peak
5865084301582091520,Orbital,-2.7849388,0
5855697221002678016,AstroSpectroSB1,0.30477095,1
5832692963869649152,Orbital,-0.16833201,0
5822800623365528448,Orbital,-2.5676649,0
6375511787044976896,Orbital,1.6843671,0
5825929043196333184,Orbital,-2.810349,0
6108806687473605504,Orbital,-0.6327756,0
5819158525446841728,Orbital,-0.5338777,0
5908054006185577216,Orbital,-1.5013528,0
5957795186371415936,Orbital,-4.4998713,0
5841858492756125696,Orbital,-1.6291304,0
6675960967196578688,Orbital,23.830093,0
6028288999999845504,Orbital,0.9769021,0
6117187263878155904,AstroSpectroSB1,3.28408,0
6458838138316614784,Orbital,1.0954967,0
6789997537224573184,Orbital,-2.0630276,1
5964416857712712320,OrbitalAlternative,-2.5368128,2
