hip,source_id,Sn,Hpmag,pmRA,pmDE,Plx,ra,dec,phot_g_mean_mag,parallax,ruwe,astrometric_excess_noise,non_single_star,dist_pc
59512,3489768409558321792,7,10.8443,-44.75,19.96,1.03,183.07725154092068,-24.073026437108656,10.5511,3.413980868718624,0.8735371,0.0996062,0,292.9131821337159
16064,5086216205975537408,1,11.2691,17.86,-14.47,18.3,51.730745375372464,-23.72613896124685,11.144087,2.154325348808982,1.4030343,0.19812495,0,464.18244140925583
46569,5663079104658242560,7,6.3866,-4.76,-0.9,2.43,142.45778128426744,-23.345350999675947,5.6767225,2.7432181561190374,1.2006844,0.21283597,0,364.53535340213267
49610,5666062732539097600,7,6.9608,-2.59,1.35,3.62,151.88403127289817,-22.489611959583556,5.610614,3.497155084056053,0.92259246,0.24979344,0,285.9467126748594
29150,2916794444848455168,1,5.4933,-3.06,-52.39,13.24,92.24111358440582,-22.427570011094083,5.4743266,13.45794584633649,1.0272875,0.50663745,0,74.30554494854199
92390,4085916536069079680,7,5.3628,-1.89,34.45,3.49,282.41711393060245,-20.32450728120616,4.703201,6.232751246065297,1.6444364,1.389262,0,160.44279011316144
92235,4079974569075292032,7,6.9664,1.32,-5.18,2.2,281.9680492756515,-20.274533679458717,6.9040766,1.4783105088502735,0.90416914,0.17442049,0,676.4478734428602
15580,5105344684642811776,7,8.1192,-15.4,-6.87,5.05,50.18073666012816,-17.521420739288622,8.101955,6.08570636890731,1.2322389,0.19763426,0,164.31946258681393
602,2414558084699665920,7,6.2536,-7.51,15.88,5.68,1.8260562286693753,-17.38691879340365,6.1784477,9.717885670855793,2.7462487,0.7198797,0,102.90304227379703
88137,4145542669358369152,7,8.1404,1.91,-1.3,2.44,270.04036398373785,-14.790311283226606,8.070361,1.8379992828413325,0.9261908,0.19447556,0,544.0698532015293
79527,4345286690461672832,7,7.6703,-15.94,-15.12,-1.34,243.43229794988682,-9.203025505136392,6.7792215,2.62487682419708,1.0987037,0.116536446,0,380.9702576447139
79768,4355479438128743424,7,7.2683,-19.56,-15.23,6.5,244.20103301904905,-5.496856320936861,7.1456957,5.647571762429711,0.91690516,0.14318374,0,177.06724979618104
49641,3830286576563947136,1,4.4798,-25.83,-4.25,11.51,151.98445764915823,-0.3717133429524876,4.4272976,7.658209835020491,4.1548142,2.1673257,0,130.57881953391583
23714,3228991219548947328,7,8.1785,1.01,-0.17,4.57,76.47753773680479,1.8522203800040125,8.161722,4.090990995484464,1.045949,0.28540993,0,244.4395504912564
73125,1158457996625149952,7,7.9998,-19.54,-12.86,6.98,224.17610327495316,5.398842693277023,7.935585,4.931274853745006,1.1656543,0.18982886,0,202.78731761231282
109736,2721213458233683072,7,8.2352,4.71,-2.48,3.35,333.43480084782374,7.714945271188579,7.782642,2.364187122325938,1.0919148,0.14311865,0,422.9783634961088
78840,4451539096123574400,7,6.313,9.58,1.38,7.52,241.40812337446505,8.096257248954956,6.263623,7.312536634256409,1.1646646,0.27057037,0,136.75145165295805
75946,1164544274522054528,1,11.5796,-390.62,-109.74,0.98,232.67226644177526,8.394061084440192,11.266425,6.56153212163797,1.1378586,0.13367723,0,152.40342978773194
109226,2727069147926033536,7,7.2597,52.79,-14.63,6.43,331.91457687137853,10.753572197217622,6.860684,5.483619879827486,10.386155,1.7006404,0,182.36129088354312
84306,4560636453765556992,1,9.996,-15.12,-8.19,5.05,258.54010846568497,19.311955590278615,9.600995,1.8091074602452022,1.0689697,0.08109952,0,552.7587619723056
18792,50662781389493504,1,10.9145,12.53,-12.37,-1.99,60.39404948753635,20.60609414271908,10.7488165,3.2904146975830435,1.0256058,0.07452226,0,303.9130601788719
102144,1817392669456206208,1,7.4797,-2.41,-56.65,9.99,310.46535769882996,20.71378825351831,7.3911266,8.984254220626182,0.9681202,0.16293603,0,111.30584414053928
36369,865037169677723904,1,9.4592,-3.97,1.59,5.6,112.2948554070362,20.911802087056024,10.680075,0.5451088962787388,1.20449,0.3442893,0,1834.495835284726
88108,4576972104183340928,1,8.3665,-3.74,-5.07,1.57,269.9171761892348,22.070708940489173,8.386639,0.8481004906044108,1.0850366,0.25642517,0,1179.105555389239
78583,1206328087200326528,7,7.7217,8.53,26.16,10.02,240.68588926884934,22.806045070247126,7.57277,10.450187448936365,1.0578871,0.15917335,0,95.69206340904262
43575,704966173799961728,7,6.2848,-16.86,-7.41,3.68,133.1190418796809,28.25912715148647,5.22698,2.5591833091411496,1.0001521,0.38188767,0,390.74965690347346
64766,1461833904932026368,1,12.6673,-157.96,-110.23,25.96,199.09025167097568,29.098249029859584,12.8568,16.572523333176832,0.6321373,0.36219776,0,60.340841276601616
10101,325507535480916736,7,8.3548,2.99,-3.15,3.99,32.47794069144585,32.549394320308515,7.899889,3.178127012070078,0.98380274,0.1340992,0,314.65073491466546
89848,4593420626329268224,1,11.0604,-0.19,0.58,2.84,275.0309347952984,34.10996963075219,10.561506,1.1523814884704655,1.0609096,0.091055,0,867.7681913541334
82953,1352088797505675008,1,10.5438,-4.45,6.42,-0.83,254.27153285563494,39.104915462177765,10.356403,2.7674542468204226,0.9430379,0.112370774,0,361.3429205375004
42525,913394034663259008,1,10.0747,2.83,-48.77,68.54,130.04953078779064,41.28530404060094,10.298645,6.130844433717083,0.9221001,0.09136506,0,163.10966797663593
6241,372490732488035200,7,7.0287,13.27,-57.29,15.83,20.020521917796376,41.970265690679675,6.879526,12.481539772569135,0.8984737,0.118806355,0,80.11832019297128
29218,961124384182711936,1,7.1155,-3.02,-8.32,3.87,92.41514778645214,43.14070812884238,7.0474596,4.703749810771411,6.136748,1.5211698,0,212.59634126586354
363,384828730421099136,7,8.1265,-5.36,-2.87,3.76,1.151677744454523,43.551303526989415,7.0717864,0.7253696085855523,0.9929514,0.15104431,0,1378.6075238938784
74928,1395224081772030592,7,7.9811,-35.48,12.88,4.39,229.66492840893943,45.017321908241655,7.5249333,4.2943923870457805,1.052637,0.14247477,0,232.8618137030382
62223,1542553623374596352,7,5.3059,-1.4,13.24,3.12,191.28258987519374,45.44031536481818,3.9576192,3.2222468322927225,1.9683641,1.2919244,0,310.3424573121454
99781,2084165766962985856,7,7.8336,10.15,17.08,4.25,303.67716397268924,47.70973897321815,7.38932,4.1280952713407775,0.9676937,0.11277321,0,242.2424712294023
3478,390441943442220800,7,5.6246,-39.26,8.75,5.23,11.108867440671704,47.86402171375489,5.6360025,4.4530173458306646,0.84100145,0.4628,0,224.56683240551362
21369,278297461124627968,1,6.7262,53.42,-104.25,17.17,68.77291547237311,57.419919524626586,6.57653,16.715967951832763,0.8700515,0.1266278,0,59.82303883816423
117472,1999373560527312640,7,6.4548,33.39,-9.14,12.96,357.2999659863166,58.963163385917944,6.2578635,12.279538427954039,4.4000144,0.90677756,0,81.4362857258158
6002,510347259869928960,1,9.3175,-0.73,1.9,3.44,19.299597584371732,60.274870055777875,9.21527,1.2764805810216218,0.972897,0.10451232,0,783.404005409669
40046,1096711656993578368,1,8.4952,-1.33,26.98,11.69,122.70131227581265,67.2130326558222,8.244121,14.314418785940518,16.988262,2.9738057,0,69.85962999644737
83114,1649047303116915328,7,6.5549,-0.76,-41.35,11.33,254.76070978765225,69.18606292962511,6.2495356,11.654336859728637,1.0841488,0.21973646,0,85.80496788757522
78392,1702702096162329600,1,8.0038,-29.36,31.56,2.42,240.06446278249402,73.93577709339759,7.621599,3.3525395829481464,0.95924914,0.10328259,0,298.28134023718906
83869,5801847333331824768,1,12.1364,13.4,-8.87,4.54,257.1114565192885,-76.05937734000752,11.85286,2.105824688879589,0.8737513,0.06594814,0,474.87333835565073
67108,5851464444859057664,7,7.5581,-13.76,-8.73,2.43,206.32654008604985,-66.75469153249678,7.528712,2.0922870247387446,0.80788016,0.22292624,0,477.9458975638708
80764,5828547083448859648,1,9.5828,26.88,-42.67,10.86,247.35450910722744,-63.541280559216084,9.713515,5.601321084456638,0.8474087,0.06466946,0,178.52931208941865
55078,5336979795723464320,1,10.9933,-1.64,8.23,-1.92,169.14104631164855,-62.11551031115268,11.019256,0.4007962133797609,0.77918136,0.12087829,0,2495.0335522568516
33390,5480636002093933312,1,12.4067,-138.3,453.16,23.68,104.15391716503754,-59.181245343404775,11.607886,23.48105476638436,1.0996436,0.13082059,0,42.587524706582045
66975,5871889934912664320,1,7.44,-5.75,-13.13,4.16,205.90111179610076,-57.59003624106148,6.9522324,2.3067465492215344,1.0909626,0.15265782,0,433.51099856959723
53154,5351044233094021376,7,5.3042,-6.75,3.87,0.53,163.12847432664975,-57.24038860667154,5.1751633,0.44412641118724183,0.8864214,0.55529046,0,2251.6111962961018
89112,6719649408908407680,1,4.683,-15.46,-37.16,7.8,272.8072180366591,-45.95458111412645,4.2428656,8.04047603364496,2.7497478,2.114076,0,124.37074568912975
88903,6724353806856750464,7,7.0788,3.46,-4.96,2.69,272.2231274312394,-42.65705627191954,7.0887413,3.309093427994442,0.93961483,0.32355857,0,302.19757216286115
80160,5992915310073894528,1,7.5293,-12.95,-16.23,10.74,245.44057141848975,-42.00380438980817,7.384216,9.165702721514776,0.9619532,0.14607395,0,109.10238204133401
109631,6573195009827380480,7,6.7555,13.44,-60.9,12.09,333.12458657327767,-40.20343755533846,6.3525305,12.769063212100798,1.0348979,0.13634676,0,78.31428064764647
79230,5996790504435700736,7,7.1222,-4.09,-10.52,3.61,242.54395380720106,-40.12885752109973,7.0366073,3.8498638887965773,0.90868443,0.17489988,0,259.7494428075971
30940,5573829306291030400,1,12.732,-4.88,18.25,-4.51,97.40537502929394,-39.39472219259942,12.419651,2.1841788537267224,0.9842913,0.055380326,0,457.83796427374295
68681,6172712467938645376,7,8.5277,-22.42,-24.58,0.74,210.88113716229705,-30.598066148057764,7.862739,1.9342567781496938,1.0123019,0.11262992,0,516.9944400849395
52983,5451563304044697472,7,9.2772,11.09,-24.74,0.88,162.57769646271709,-30.538549757264093,8.78407,2.491457497635252,1.4976327,0.17076471,0,401.3714867498813
27303,2904596089190256640,7,6.1794,-5.25,9.85,4.34,86.7690381653063,-28.63886739316074,6.198415,4.753643682208903,1.1490172,0.43158326,0,210.36494673393867
107834,6810064345985758592,7,7.5289,18.81,0.02,3.73,327.69288262450357,-27.93235888537552,7.5340466,3.571859698746233,1.2451913,0.36934322,0,279.9662036980378
118198,2339692406682703616,7,8.052,23.54,4.78,6.13,359.63046591569275,-24.169342011249395,7.9232583,7.006058130896922,0.87265015,0.14221776,0,142.73361444004735
87819,4070355800839765248,7,6.9026,-7.98,-39.21,8.43,269.08866442148434,-21.956250873670573,6.844196,9.90426503087695,0.9249867,0.21214783,0,100.96660346653277
93085,4084834822776246272,7,3.688,31.72,-13.33,8.93,284.43266047869355,-21.106717827235787,3.1887186,8.40922893943697,1.5768921,1.2105324,0,118.91696696593372
86675,4119750536152414464,7,8.3313,8.48,-2.7,2.82,265.6346443143761,-20.10428098687129,8.154629,2.1021336020634385,0.7868416,0.09625806,0,475.7071572512839
32492,2949098787968203520,7,5.2764,-1.39,9.99,4.1,101.71287335558314,-14.425935500431248,5.2448726,3.629832267729949,1.3390275,1.0151346,0,275.4948235184948
63225,3627152524887186560,1,6.9631,13.94,-3.27,5.13,194.32938596785246,-8.910827904798815,6.9200754,6.466731732893148,1.3001702,0.29721904,0,154.63761932685128
41201,5753108353691582976,3,7.1551,-31.15,20.58,-0.51,126.11594397160442,-8.520090846961697,5.337485,2.221641804805145,1.0890738,0.57251155,0,450.11756523356723
40763,3063114948308422912,7,7.0228,-8.29,8.75,3.71,124.80984970671186,-7.558124997703289,6.098824,1.7751220512850012,1.0209312,0.13332805,0,563.341545600262
63895,3628972835106324992,7,9.7018,-39.21,8.54,1.81,196.42193127998976,-7.159321241121944,9.260923,1.747077487161721,1.0415523,0.08309667,0,572.3844576719873
7427,2480477689434669952,7,7.911,98.7,34.66,15.94,23.92113862663663,-5.077222019368303,7.664088,17.620522952048336,0.91004646,0.106789,0,56.752004621052
39769,3068848695291852928,7,6.926,-5.42,-4.15,2.27,121.92218496309947,-3.4067127063740212,5.863527,3.0620030802412774,1.1298486,0.19141293,0,326.58360354137943
33794,3108634179949662848,7,7.3075,-3.35,-1.83,2.11,105.25811436877066,-3.252549393127107,6.2700815,1.231716760335928,1.2406965,0.13525705,0,811.8749636298434
74051,4419379308721499392,7,8.0717,-57.76,17.5,8.73,227.00016851939512,-0.05562208485176869,7.8833795,10.24094699153825,0.97655106,0.15378186,0,97.64721962004748
23287,3238452727560878976,1,6.4441,5.87,-29.46,29.28,75.14146019249405,3.615707887520884,6.640468,5.877465387144453,2.5914502,0.81044275,0,170.1413677717712
111932,2715770081106897408,1,11.642,180.27,-197.86,39.03,340.0889579803458,7.900345565317472,11.048797,24.212003502044503,1.0066167,0.08634402,0,41.301827827488886
106021,1739509072535934464,1,6.4583,7.79,-26.77,4.25,322.1035257783337,8.195530618915264,5.501913,3.685969629925136,1.2185202,0.30618894,0,271.29903401301505
36458,3161556938763599488,7,7.3212,-0.21,-23.87,2.78,112.52579183293771,10.047503702373616,6.3778253,3.1991600542677436,1.1072729,0.14356177,0,312.58204748648944
21099,144171233106399104,7,8.7268,98.74,-44.79,21.81,67.81589657872274,20.132994598786517,8.404495,21.709497140089493,0.9009007,0.09366788,0,46.06278964211318
54191,3985360665753530112,1,8.4967,21.65,9.06,11.53,166.2948403615523,20.80495593536688,8.204115,14.34814279214867,23.029303,3.4858074,0,69.69543128238185
39659,680089968037163392,7,6.0207,-5.97,-9.06,4.38,121.57661998213968,22.635445486280666,4.9702024,5.429309948712544,1.4385806,0.80611205,0,184.1854691381417
88054,4577841886589006592,7,7.5919,-3.31,-7.12,2.2,269.7633741821811,23.8285437836073,6.701042,1.6944354274306368,1.1007221,0.12920971,0,590.1670750099657
40007,682665402225188864,7,6.5797,-16.23,-28.89,3.86,122.55453827350236,25.844341857243286,5.973663,3.389402169503725,1.0478381,0.14834079,0,295.037280909754
92768,2040220451860438528,7,5.7947,-6.8,-71.85,8.98,283.5551586409434,27.909207902672637,5.1825542,7.621942882919681,0.96444094,0.43628582,0,131.200143501592
112219,1887939152260517504,1,8.1315,239.47,23.48,22.03,340.9198366330564,30.09261744810188,7.836291,22.650495034048586,0.9924918,0.12217189,0,44.1491454600345
100486,1862036518054929920,7,6.2385,-8.16,-23.78,5.65,305.6553995574038,31.264863323270813,5.640295,4.54897302296848,1.0897511,0.21533999,0,219.82983740524352
48742,745324027270565760,1,6.6465,-22.72,18.61,20.19,149.1303532749554,32.38468076213162,6.448385,19.459243428339352,0.9665745,0.15292834,0,51.389459394071615
2539,365310818478857472,7,6.7979,11.56,-23.53,10.42,8.058613651613957,34.99377415782624,6.717081,10.287988384490033,1.023454,0.19082241,0,97.20073182698964
13936,142367312482023680,1,8.4288,30.62,-32.34,6.57,44.885722995511955,37.878021031850444,8.344269,7.308826943980558,1.201829,0.16085187,0,136.8208616327392
53295,781696249874547840,1,4.668,42.97,-23.62,13.24,163.49502223641161,43.18985211334508,4.6522703,13.291034496215005,1.4637098,1.0609187,0,75.23868817621218
10340,351761949008224512,1,4.9716,-20.9,-14.46,6.15,33.30539085961294,44.231591625229775,4.276864,,,1.592085,0,
7651,350556609386670592,7,6.3812,-15.64,-0.77,6.23,24.63249688838468,45.39969818789928,6.364588,7.109306645479729,3.4142158,1.0346459,0,140.6606930699528
79433,1386632429192677376,7,7.7225,-23.39,12.11,4.76,243.17905812881224,45.89442264501226,7.296336,4.158200334514404,0.9730713,0.11225945,0,240.4886536369298
54233,832865322008480896,1,7.1588,-96.72,-5.23,25.33,166.44183013325355,50.172369291451595,6.925634,25.049923665289253,1.1107651,0.15314913,2,39.9202813294662
19986,271506052679842432,7,6.6951,1.65,-4.63,1.15,64.30129128500317,50.865801366610356,5.828056,1.1344996156876082,1.0721006,0.15263855,0,881.4458693261969
91065,2148018805222118528,1,7.7468,-4.68,-76.7,4.78,278.63614610885685,55.933096108893764,7.6453404,4.572460304382875,1.2547137,0.24415667,0,218.7006411059408
106478,2179633441021066624,7,8.7211,3.04,5.09,5.01,323.4854338500425,59.46425752214602,8.552246,4.6996655048935505,0.84149224,0.08475645,0,212.7811009014886
114344,2213231217826108160,1,8.1943,8.72,-1.04,4.05,347.36848765897435,68.42843658368814,8.119434,2.5605613554532876,1.8853161,0.34516314,0,390.53936273398665
61281,1683102889080800640,1,3.8414,-58.79,10.68,6.65,188.36984368693533,69.78828379171446,3.8934839,7.009279760101587,2.4411645,1.7531722,0,142.66801072661232
107119,2272649822619848064,1,4.7136,119.29,95.17,17.88,325.48200314844524,71.31187298142444,4.234787,18.18084592982094,1.0518316,0.8822214,0,55.00294121957002
24254,502574262409317504,1,5.4022,1.45,-26.9,8.63,78.09358448994578,73.94655706560378,5.403789,8.935373227232583,3.1002645,1.7608759,0,111.91474318635873
78940,5818827538083245696,1,11.7267,2.65,3.98,-0.99,241.71738798489574,-71.19228128478622,11.182885,0.4912083066621762,1.0825073,0.117706805,0,2035.7961916302454
79143,5806825406592131712,1,7.3485,-200.04,-393.36,38.8,242.30334520163402,-71.07135531194093,7.0585966,38.56137511084816,0.8915262,0.09840077,0,25.932685157762386
84708,5804813673964783872,1,12.3252,5.33,0.15,0.67,259.7333197878222,-70.81298129619458,12.275271,2.3484564510239365,0.903679,0.03290367,0,425.8116004510094
117716,6494459634996586240,1,7.2765,-8.34,7.05,9.87,358.1184214374921,-58.550133590453385,7.127634,9.369263821676434,8.2637,1.7215196,0,106.73197158633013
87846,5956089985601040512,1,5.0111,-3.96,-20.31,11.25,269.1975454005944,-44.342329479346624,4.472706,9.368729792492447,1.2059636,0.9056594,0,106.73805544070036
40588,5539650815545134848,1,7.8507,-16.4,12.63,3.94,124.31092790779157,-40.24141378237931,7.8251705,2.655374154450182,0.9287384,0.2141063,0,376.5947628600982
45903,5629820492830422912,7,7.6428,-33.73,15.01,2.07,140.37750430841805,-34.33648306131527,7.242014,3.6228190341203534,0.94543904,0.10536664,0,276.0281401256376
26634,2900546759663847168,7,2.6124,1.58,-24.82,12.48,84.91226376039107,-34.07421247244894,2.6532035,11.400786448797566,2.1182349,2.0251298,0,87.71324719493096
78973,6035277122238959104,7,7.9939,8.16,-17.27,7.82,241.8219786248881,-33.7086772961841,14.618944,,,3.6060212,0,
58581,3467219350218342656,1,12.6196,3.42,-7.91,3.14,180.204010496495,-32.50099433783887,12.428592,1.4592175803822387,0.94842863,0.03949537,0,685.2987610922645
32366,5584019442620181760,7,6.0286,-204.34,-304.07,41.02,101.34444954450602,-31.79505826654203,5.7957945,41.78383000945281,1.068346,0.22403158,0,23.93270314793471
56639,3539846972315709696,7,7.1069,-66.62,-28.96,7.41,174.18992874891012,-24.4392924770957,6.458242,3.9279832588897565,0.97431624,0.1168575,0,254.58356975855588
44515,5651384630266044416,7,7.9864,-38.59,13.41,5.0,136.05082017955905,-24.240173081114516,7.8303275,6.9238890145793155,4.543395,0.8822749,0,144.42750279421665
13835,5078103047116069760,7,5.9692,71.12,52.14,4.92,44.52422866863303,-23.605776875744283,5.3713427,5.020050435191016,0.8792562,0.3212137,0,199.20118590640203
68705,6275738356728153088,1,6.4079,-8.79,7.47,11.7,210.97115415263744,-22.42156466984085,6.1964607,11.788589404542593,1.0296658,0.15645921,0,84.82779115325383
29048,2942242508332433152,7,5.372,12.29,55.89,3.89,91.92355104726148,-19.16561323870943,4.4822264,4.582055056117236,0.9934767,0.6396234,0,218.24268537868355
34973,2931180905966010368,7,7.7536,-5.32,-4.35,6.49,108.54252206295592,-18.98391157017033,7.5557895,7.27023714262583,0.9820263,0.13163158,0,137.54709514727392
97351,6871503200325369984,1,6.8773,22.5,-3.56,1.9,296.7877312230125,-17.078143401942103,5.676389,2.515255642925516,0.95740634,0.22605115,0,397.5739018070112
59272,3574377616021489024,1,6.7136,320.79,-160.83,45.0,182.3703108278646,-11.85781242442055,6.6682606,40.33507455627513,1.084222,0.14019822,0,24.792318125129757
109201,2614226407006255104,7,6.9254,9.12,-1.18,3.09,331.8255064059902,-10.446858160754099,5.8390603,2.5286733102073367,0.97727954,0.4600192,0,395.46429187327715
19121,3195405679101484416,7,6.2949,25.52,-9.29,13.11,61.48556179721242,-8.856142144647494,6.2599115,11.810972885981034,0.84824157,0.21502183,0,84.66703036690096
44922,5758193040917769088,7,8.7206,-1.59,-3.6,2.02,137.26647719647383,-5.9613483414769455,8.683159,2.5101759045293317,1.1241723,0.18727818,0,398.3784555479207
67323,3632755636142044672,7,9.4059,-62.56,-12.63,4.57,206.9848101392857,-5.59802226850845,9.01959,4.1786485675692076,1.1587014,0.09641114,0,239.3118214728733
23105,3228407348810503168,7,7.339,-160.08,-12.77,29.04,74.57005520731845,0.4536638886466193,6.945024,29.74814433361173,1.1974399,0.16377506,0,33.615542159049006
116768,2759948634405916288,1,6.0514,89.86,-10.7,18.38,354.9797293542254,9.677250354546091,5.9586873,14.050947419757707,6.268633,1.5319666,0,71.16957811640889
48540,3879383893912781696,7,7.7101,-35.12,9.46,0.25,148.49267125569565,10.258917644981857,6.1082664,2.20707618720968,1.28758,0.36982027,0,453.08811983706863
34913,3167187056774512128,1,6.7679,-24.88,-9.76,3.75,108.3488854631727,13.762922119009527,6.234926,3.2787958363846497,1.2691574,0.18470019,0,304.9900176470413
98954,1807845678714273152,7,6.4552,36.64,20.16,7.92,301.36076442171526,15.500534711386049,5.5440917,3.993041856807507,2.0277479,0.5254906,0,250.43564176397442
92317,4510996390003527808,1,8.014,-31.27,55.66,7.77,282.2285571317301,16.257038594627574,7.912845,11.422678668857808,0.9003186,0.10031349,0,87.54513971633882
16983,44416902508499328,1,8.9977,-6.98,-22.12,19.47,54.60733144612899,17.59920341980724,9.22876,2.4719817433851015,1.9116346,0.24952586,0,404.533731964627
97599,1821427327411165568,7,6.9741,37.05,-18.2,7.29,297.5632962441277,17.709906519693607,6.4843736,7.04520745178369,0.99479383,0.13635157,0,141.94046191596846
1429,2797786815246640256,7,6.9286,16.47,-10.2,1.84,4.463567264237269,20.226947690244085,5.7637362,1.6905844392003986,0.9366597,0.19855534,0,591.5114186623966
94703,4517063392099836800,7,4.742,0.21,-6.84,4.02,289.05432815608134,21.390403216045335,4.734439,4.206547512057241,1.5634031,1.2495035,0,237.72464167674246
48605,647033047866632320,1,9.1464,1.74,15.4,4.34,148.68262175950392,27.353174378169943,8.701598,2.7109814385797346,0.8930987,0.07117203,0,368.87010208520405
104368,1868524353899574272,7,11.5631,69.98,-227.85,8.11,317.15606662411926,36.39234113097078,11.047463,12.212835017902737,1.2136611,0.13824728,0,81.88107008193468
4436,364785939116867072,1,3.9034,153.48,36.49,25.14,14.189228786797868,38.49948894197979,3.8432207,26.704629786620664,4.024098,2.9897518,0,37.44669025522353
99653,2061720267887555840,3,7.5547,9.05,1.9,2.11,303.3486379196105,38.729024614901014,6.3378725,1.3294317318059963,1.0655173,0.18928897,0,752.2010916961698
48140,1050632018025959808,7,7.1704,-78.98,-51.36,4.91,147.2078055170909,60.09668091432778,6.6931562,5.600122290364564,1.0244876,0.12660539,0,178.56752909138714
44666,1044442523476377344,3,9.3968,-22.28,-17.58,-0.92,136.53608183729654,64.77943464919942,7.341081,1.654265053113706,1.1818943,0.41622412,0,604.498050731212
72581,1721651182634552192,1,7.2164,-40.71,21.41,5.11,222.62198821465245,80.7499906904167,7.1876554,5.21544524840406,1.0055627,0.22486366,0,191.73818386953687
98768,6442852781140240640,7,9.8159,34.99,-113.28,2.81,300.9051792202733,-61.39522082836865,9.589728,5.520069598266012,1.0502086,0.09973797,0,181.1571361915662
61670,6128841953996217984,7,7.7609,-15.92,-2.7,3.08,189.63279851257988,-47.94286559293787,7.745941,2.3035935097248026,1.0181031,0.250943,0,434.1043659736063
91732,6704579021488171008,1,6.7089,-47.04,-30.81,12.14,280.59380240129354,-47.76086601263445,10.171127,,,1.0592357,0,
32107,5552719473312002560,7,10.1926,-40.04,-11.18,8.62,100.60689199294787,-46.44626484749663,9.884062,8.490009112285529,1.3801036,0.1470585,0,117.78550373437677
94466,6712958056004066304,1,10.1892,-65.33,-72.49,-4.04,288.4030282773943,-43.250202037833844,10.278989,8.835968228047415,0.94350624,0.08820057,0,113.17378856408376
40379,5539432356330503168,1,13.5751,-10.08,7.22,4.04,123.6641042102721,-41.65382261862367,13.12108,4.26411468616601,35.728916,4.649309,0,234.5152683731237
71353,6103196395033219584,7,5.8581,-22.15,-23.43,8.89,218.881033764378,-41.51753716270504,5.8593826,9.231113660022727,3.1663074,1.2679825,0,108.32929122416829
91607,6733905569280758272,1,9.1033,8.47,-3.33,-10.47,280.2360205737284,-35.111540102817486,9.209379,3.2036736941694457,1.0406896,0.1595338,0,312.1416521975877
105041,6790413977254933248,1,10.7781,-25.22,56.19,1.97,319.1466369927342,-27.764455681693175,10.506523,18.952478105187108,0.97363645,0.0793227,0,52.76354862144966
64166,3504044777770340096,7,5.1032,-20.08,-39.81,14.09,197.2635090052335,-23.118248890279382,4.6528893,14.029564151878592,0.9359174,0.69458526,0,71.27805177512215
553,2340721961884160128,1,9.8381,-246.55,-436.02,2.23,1.6883940985979713,-21.094392268755005,9.716476,7.883270007320857,1.0370526,0.08426183,0,126.85091327220083
983,2366512209704495744,1,5.4056,55.37,-24.95,5.24,3.0418414176023876,-17.938379857948235,4.6860495,4.3969608508900935,1.0715384,0.61811864,0,227.42981661926015
22944,2979770180217888384,7,7.5194,-0.5,-4.57,4.16,74.05250250754466,-17.736299761966503,7.2005734,3.4097760887712227,1.0109142,0.11777582,0,293.2743892753289
44478,5729237028538984448,1,6.7192,-8.9,-12.9,4.7,135.93744987614946,-17.496659276501834,6.054057,4.308300659847009,0.98509705,0.12543294,0,232.1100774883039
89508,4146676785538239872,7,8.3777,-0.28,-0.66,0.0,273.97858531661893,-13.574360043487147,7.945418,0.5507126473324662,1.0665888,0.1321172,0,1815.829007820658
66600,3616794884835307008,1,8.5752,9.77,-22.94,2.94,204.7794155148376,-10.3902905748409,8.170229,2.8145665757803617,1.1880807,0.14397724,0,355.29449138105457
60179,3583888975717331968,7,9.0722,-90.38,25.05,3.8,185.10800734675095,-7.613537031939827,8.858813,6.883289052987206,0.9417606,0.095449425,0,145.2793849425836
50450,3778631485931179136,7,8.7569,-31.16,8.89,7.18,154.52119210173754,-6.422943689572699,8.732193,4.034389615882003,1.0267482,0.16815357,0,247.86897033031818
101540,4233129014004310656,1,11.7037,312.27,-434.7,37.2,308.6805603824924,3.345451027765427,10.992604,47.42344266065472,1.0429504,0.1533458,0,21.08661758606696
102718,1735602988759121920,1,9.7074,-8.52,77.87,1.61,312.2113425974084,5.200025920591709,9.535718,9.76015403249567,0.9052131,0.0659281,0,102.45739940892102
65494,3738359398662915200,7,8.3037,15.09,-6.48,4.36,201.3475456109394,10.755867131530888,7.8372,2.9530810052689813,0.9129186,0.10632013,0,338.6293834187982
99578,1801954525474922624,1,9.2362,-5.91,-10.43,1.96,303.1317593304739,11.371483907285752,9.2976465,1.9219890256970518,11.209796,2.6211803,0,520.294333958191
105326,1747130062506250880,1,7.2875,10.53,3.86,3.48,320.0171107584603,12.962863801638868,6.4370713,2.045865177981542,0.9755307,0.10430965,0,488.7907623446642
93252,4513821963108970368,1,7.174,-103.54,-123.01,21.38,284.9267194669839,16.252027524529325,6.957041,22.10215862591981,0.9877022,0.14456427,0,45.24444950943717
32182,3359419931699164032,7,7.998,1.0,-19.06,5.24,100.78736853695733,17.963119972282026,7.8969445,3.5084936082411584,0.9800134,0.17601454,0,285.0226084639526
97796,1821596755283891840,7,6.2329,-2.03,-10.3,-0.3,298.0906860652613,18.671830373707824,6.182326,0.5174423792507746,0.86189044,0.28130662,0,1932.5823320616678
25268,3402001302620713984,1,8.544,22.52,-40.73,5.84,81.06537038794578,20.139821712004355,8.040083,3.9658441700688494,0.9381611,0.10225862,0,252.15312481192103
