gaia,set
1417832373005255808,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1417937380661346944,shahaf2024_nonclassI
1418229404077870080,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1418393849785687680,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1418434188118529792,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1418673671199072256,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1419393477653996800,shahaf2024_nonclassI
1419754594208939776,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1420328990250391680,shahaf2024_nonclassI
142039761095896960,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
142111710387762944,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1421142972452621952,shahaf2024_nonclassI
1421166543233291904,shahaf2024_nonclassI
1421458738448104576,shahaf2024_nonclassI
1422044022231502464,shahaf2024_nonclassI
1422804368882095872,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1422957888193329536,unified:Demoted (failed F#31 phantom RV)|v3_acceleration
1422986338056731392,shahaf2024_nonclassI
1423731016666454656,shahaf2024_nonclassI
1423778020788574464,shahaf2024_nonclassI
1423914978705213824,shahaf2024_nonclassI
1424284689489741440,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1424447554649872000,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1424853652397512576,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1424872722052364416,shahaf2024_nonclassI
1425119184455409280,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1425175534426447744,shahaf2024_nonclassI
1425396020867439872,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1425558817307773440,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1425590737504748544,shahaf2024_nonclassI
142580342860161024,shahaf2024_nonclassI
1426114276838895744,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1426362113631294464,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1426533328207650432,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1427195234207485952,shahaf2024_nonclassI
1427356209581728896,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1428181289979433984,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1428207472099744896,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1429143671891597824,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1429224932672542336,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1429329180118921216,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1430344063710712704,shahaf2024_nonclassI
1431165085362960768,shahaf2024_nonclassI
1431203297688040448,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1431217591339203200,shahaf2024_nonclassI
1431268993507828096,shahaf2024_nonclassI
1431825380751544960,shahaf2024_nonclassI
1431834520441847040,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1432172100575356672,shahaf2024_nonclassI
1433309893247791232,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1433328997262331520,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1433500074399740416,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1433639128260518400,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1433669502269176064,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
143367009069453312,shahaf2024_nonclassI
1433673797236586752,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1433763235635804928,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1433912558762901120,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1433985268264767488,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1434445448240677376,amrf3_halbwachs2023;shahaf2024_nonclassI
1434725308309676544,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1435203424070130944,shahaf2024_nonclassI
1435434905626849280,shahaf2024_nonclassI
1435712184419466112,unified:Demoted (failed F#32 joint K_obs/K_pred)|v2_orbital
1435855331385247616,shahaf2024_nonclassI
1435858320682437504,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1435993212719208448,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1436122821948328960,shahaf2024_nonclassI
1436277333395783680,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1436507616658488704,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1436544514721360256,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1436562420441266304,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1437099222633685888,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1437155229007168256,shahaf2024_nonclassI
1437329226722516864,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1437423303686502656,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1437472919148670208,shahaf2024_nonclassI
1437661794630286592,unified:Demoted (failed F#31 phantom RV)|v3_acceleration
1437698593910152064,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1437970001483062144,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1437971375872603008,shahaf2024_nonclassI
1437995393329808768,unified:Demoted (failed F#31 phantom RV)|v3_acceleration
1438176228632832384,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1438552330329139456,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1438576038548779264,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1439087410238497408,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1439252822315595392,shahaf2024_nonclassI
1439339443215585792,shahaf2024_nonclassI
1439882292721860864,shahaf2024_nonclassI
1440054091414108416,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1440656211468922880,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1441090995302225408,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1441358112204500352,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1441388211335199488,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1441768367480484736,shahaf2024_nonclassI
144238440754542720,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1442404091359396224,shahaf2024_nonclassI
1443090628996270336,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1443205223019340544,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1443650181631384192,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1443732541924111488,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1443878983129068928,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1444032433720523776,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1444350639257496192,shahaf2024_nonclassI
1444578135085430016,shahaf2024_nonclassI
1444969904822254848,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1445569241738675584,unified:Demoted (failed F#31 phantom RV)|v3_acceleration
1446433182999916672,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1446730841413412608,shahaf2024_nonclassI
144695803231128832,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1446967098974473856,shahaf2024_nonclassI
1447706108227357824,shahaf2024_nonclassI
1448577333753584000,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1449212164279410944,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1449300400087450240,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1449305519688469248,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1449318404590432128,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1449590774236439040,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1449603040663496192,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1449667636971571712,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1449731030688880512,amrf3_halbwachs2023;shahaf2024_nonclassI
1451543369448740224,shahaf2024_nonclassI
145157838632676864,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1451589961253902976,shahaf2024_nonclassI
1451877517904263680,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1452025883254876416,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1452147104411433088,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1452167857693464448,shahaf2024_nonclassI
145223942473256704,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1452919992366109056,shahaf2024_nonclassI
1454073242624700800,unified:Demoted (failed F#31 phantom RV)|v3_acceleration
1455383035851496704,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1455546072810115456,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1455819885565154432,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1456171901084936576,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1456387508442962432,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1456415026297476992,shahaf2024_nonclassI
1456994262767115136,shahaf2024_nonclassI
1457288283344007424,shahaf2024_nonclassI
1457518699750461184,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1458027292598280576,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1458041964207421056,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1458377143454649472,shahaf2024_nonclassI
1459090898298978816,shahaf2024_nonclassI
1460506382080662016,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1461021984314693888,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1461153547752613248,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1461274390952391424,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1461402003020852352,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1461700864025122176,amrf3_halbwachs2023;shahaf2024_nonclassI
1462047519424856064,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1462087204922641152,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1462159016776070144,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1462176815120528512,shahaf2024_nonclassI
1462398126195798016,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1462956506302470272,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1463168712048086784,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1463191492554571520,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1463300516005088000,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1464711807899087872,amrf3_halbwachs2023;shahaf2024_nonclassI
1464795336422985344,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1464944217168089600,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1465199681822659712,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1466062214335665152,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1466745492092679168,shahaf2024_nonclassI
1467447117950108544,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1467528718032553216,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1467692476545370112,shahaf2024_nonclassI
1468224781909514240,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1468505363532939904,shahaf2024_nonclassI
1468627718561678336,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1468699977091401216,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1468822297759867648,shahaf2024_nonclassI
1468963688083223808,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1469055394225114112,unified:Demoted (failed F#31 phantom RV)|v3_acceleration
1469273063167407104,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1469480114950459520,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1469879993583878656,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1470278394751769984,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1470354192334908032,shahaf2024_nonclassI
1470385597135715712,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1470687722314940800,shahaf2024_nonclassI
1470945145474620800,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1471550838942339328,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1471610796686023040,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1471726417205583744,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1472059328710605696,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
147241688044917632,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1472549882695600896,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1473353213378665600,shahaf2024_nonclassI
1473705916093316992,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1473766973347902848,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1474261719220303232,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1474482102582406656,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1474576901101048832,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1474870401986197760,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1475009215328807296,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1475274163271302528,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1475557356233664640,unified:Demoted (RV-joint short-P mass is WD/low|v3_acceleration
1475647855489203968,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1475724241484726784,shahaf2024_nonclassI
1476055709878867968,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1476160610161523968,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1476164011775626496,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1476896011641730048,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1477201366635517696,shahaf2024_nonclassI
1477320354409564928,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1477763835553148800,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
147795154710729088,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1478096266025790336,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1478160106419788928,desi_phase2b:NO_PERIOD_PENDING
1478570980170366592,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1479019031156627072,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1479162861021374592,shahaf2024_nonclassI
1479267383345557120,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1479598198906350336,shahaf2024_nonclassI
1479724677103332480,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1479877543578986624,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
1480193928050014592,shahaf2024_nonclassI
1480241653726668544,unified:Demoted (failed F#30 K-giant chromatic)|v3_acceleration
1480847793870994176,shahaf2024_nonclassI
1481017805857249024,unified:Tier-2 (P-degenerate compact-object cand|v3_acceleration
