mjd,survey,band,kind,mag,magerr,limit,note
60882.41001159977,ZTF-forced,i,forced_diff,,,19.436,ZFPS req479166 snr=0.1
60882.41664349986,ZTF-forced,g,forced_diff,,,19.843,ZFPS req479166 snr=-1.0
60883.360682900064,ZTF-forced,i,forced_diff,,,19.6485,ZFPS req479166 snr=-0.1
60883.36115740007,ZTF-forced,i,forced_diff,,,19.7647,ZFPS req479166 snr=0.2
60883.37355320016,ZTF-forced,g,forced_diff,,,20.4437,ZFPS req479166 snr=0.5
60883.374027799815,ZTF-forced,g,forced_diff,,,20.5198,ZFPS req479166 snr=0.5
60883.37969909981,ZTF-forced,r,forced_diff,,,20.5747,ZFPS req479166 snr=-0.6
60884.31997689977,ZTF-forced,g,forced_diff,,,20.4089,ZFPS req479166 snr=-0.7
60884.33539350005,ZTF-forced,g,forced_diff,,,20.327,ZFPS req479166 snr=0.6
60884.35907409992,ZTF-forced,r,forced_diff,,,20.3409,ZFPS req479166 snr=0.0
60884.377766199876,ZTF-forced,r,forced_diff,,,20.3594,ZFPS req479166 snr=0.3
60884.37824069988,ZTF-forced,r,forced_diff,,,20.3007,ZFPS req479166 snr=1.8
60884.420775500126,ZTF-forced,i,forced_diff,,,19.8273,ZFPS req479166 snr=1.1
60884.433032399975,ZTF-forced,i,forced_diff,,,19.8468,ZFPS req479166 snr=-2.1
60884.43552079983,ZTF-forced,g,forced_diff,,,20.4528,ZFPS req479166 snr=1.3
60884.43599539995,ZTF-forced,g,forced_diff,,,20.5455,ZFPS req479166 snr=-1.1
60885.35445600003,ZTF-forced,r,forced_diff,,,20.4036,ZFPS req479166 snr=-0.9
60885.36018519988,ZTF-forced,i,forced_diff,,,19.8674,ZFPS req479166 snr=0.0
60885.36065969989,ZTF-forced,i,forced_diff,,,19.8904,ZFPS req479166 snr=1.5
60885.37490739999,ZTF-forced,r,forced_diff,,,20.3857,ZFPS req479166 snr=2.0
60885.37824069988,ZTF-forced,g,forced_diff,,,20.4292,ZFPS req479166 snr=1.1
60885.37917819992,ZTF-forced,g,forced_diff,,,20.4808,ZFPS req479166 snr=0.1
60886.31513890019,ZTF-forced,r,forced_diff,,,20.0714,ZFPS req479166 snr=-0.1
60886.319618099835,ZTF-forced,r,forced_diff,,,20.1103,ZFPS req479166 snr=-0.7
60886.38113430003,ZTF-forced,i,forced_diff,,,19.7595,ZFPS req479166 snr=-0.9
60886.38160880003,ZTF-forced,i,forced_diff,,,19.8055,ZFPS req479166 snr=0.2
60886.399236099795,ZTF-forced,g,forced_diff,,,20.1486,ZFPS req479166 snr=-0.5
60886.39969909983,ZTF-forced,g,forced_diff,,,20.3081,ZFPS req479166 snr=-1.3
60886.40064809984,ZTF-forced,g,forced_diff,,,20.3224,ZFPS req479166 snr=1.9
60886.40158559987,ZTF-forced,g,forced_diff,,,20.3141,ZFPS req479166 snr=0.2
60887.29910880001,ZTF-forced,g,forced_diff,,,20.2811,ZFPS req479166 snr=-0.5
60887.30005790014,ZTF-forced,g,forced_diff,,,20.2948,ZFPS req479166 snr=-1.6
60887.33063660003,ZTF-forced,g,forced_diff,,,20.4798,ZFPS req479166 snr=0.1
60887.37965280004,ZTF-forced,i,forced_diff,,,19.8532,ZFPS req479166 snr=0.3
60887.380115699954,ZTF-forced,i,forced_diff,,,19.8937,ZFPS req479166 snr=-0.7
60887.41949070012,ZTF-forced,g,forced_diff,,,20.3081,ZFPS req479166 snr=1.1
60887.42670139996,ZTF-forced,r,forced_diff,,,20.4789,ZFPS req479166 snr=-0.9
60887.42765050009,ZTF-forced,r,forced_diff,,,20.2665,ZFPS req479166 snr=-1.3
60888.32204859983,ZTF-forced,i,forced_diff,,,19.7171,ZFPS req479166 snr=-4.2
60888.32252309984,ZTF-forced,i,forced_diff,,,19.8086,ZFPS req479166 snr=-1.9
60888.35560189979,ZTF-forced,g,forced_diff,,,20.4634,ZFPS req479166 snr=0.4
60888.371053200215,ZTF-forced,g,forced_diff,,,20.512,ZFPS req479166 snr=-0.2
60888.380092599895,ZTF-forced,r,forced_diff,,,20.5854,ZFPS req479166 snr=-1.4
60888.38103009993,ZTF-forced,r,forced_diff,,,20.5965,ZFPS req479166 snr=-2.1
60888.391701399814,ZTF-forced,r,forced_diff,,,20.3754,ZFPS req479166 snr=0.5
60888.39265049994,ZTF-forced,r,forced_diff,,,20.4185,ZFPS req479166 snr=0.3
60889.313819400035,ZTF-forced,r,forced_diff,,,20.201,ZFPS req479166 snr=-1.2
60889.33302079979,ZTF-forced,r,forced_diff,,,20.295,ZFPS req479166 snr=-0.7
60889.3411226999,ZTF-forced,i,forced_diff,,,19.7847,ZFPS req479166 snr=-1.8
60889.3524536998,ZTF-forced,i,forced_diff,,,19.7111,ZFPS req479166 snr=-2.8
60889.361192100216,ZTF-forced,g,forced_diff,,,20.4257,ZFPS req479166 snr=-0.3
60889.36212959979,ZTF-forced,g,forced_diff,,,20.5341,ZFPS req479166 snr=-0.5
60889.36260419991,ZTF-forced,g,forced_diff,,,20.5817,ZFPS req479166 snr=0.4
60889.42208330007,ZTF-forced,g,forced_diff,,,20.3607,ZFPS req479166 snr=-0.7
60890.34325229982,ZTF-forced,i,forced_diff,,,19.7081,ZFPS req479166 snr=-2.6
60890.34372689994,ZTF-forced,i,forced_diff,,,19.67,ZFPS req479166 snr=0.4
60890.37612270005,ZTF-forced,r,forced_diff,,,20.3152,ZFPS req479166 snr=-0.7
60890.376597200055,ZTF-forced,r,forced_diff,,,20.2558,ZFPS req479166 snr=-0.6
60890.37753470009,ZTF-forced,r,forced_diff,,,20.2575,ZFPS req479166 snr=0.2
60891.34369210014,ZTF-forced,i,forced_diff,,,19.4866,ZFPS req479166 snr=-1.4
60891.344155100174,ZTF-forced,i,forced_diff,,,19.4247,ZFPS req479166 snr=0.0
60891.36092589982,ZTF-forced,r,forced_diff,,,20.0756,ZFPS req479166 snr=-1.3
60891.36140049994,ZTF-forced,r,forced_diff,,,20.2477,ZFPS req479166 snr=-2.1
60891.38075229991,ZTF-forced,g,forced_diff,,,20.248,ZFPS req479166 snr=0.5
60891.38168979995,ZTF-forced,g,forced_diff,,,20.2464,ZFPS req479166 snr=-0.5
60892.32009259984,ZTF-forced,i,forced_diff,,,19.6065,ZFPS req479166 snr=-0.9
60892.329074100126,ZTF-forced,i,forced_diff,,,19.7085,ZFPS req479166 snr=-0.8
60892.35907409992,ZTF-forced,g,forced_diff,,,19.9953,ZFPS req479166 snr=-1.0
60892.377141200006,ZTF-forced,g,forced_diff,,,20.2794,ZFPS req479166 snr=-1.6
60892.39782410022,ZTF-forced,r,forced_diff,,,20.3173,ZFPS req479166 snr=-1.4
60892.39877310023,ZTF-forced,r,forced_diff,,,20.294,ZFPS req479166 snr=-0.7
60892.418599499855,ZTF-forced,r,forced_diff,,,20.1617,ZFPS req479166 snr=-0.8
60894.29390050005,ZTF-forced,r,forced_diff,,,19.3128,ZFPS req479166 snr=-0.6
60894.40155090019,ZTF-forced,i,forced_diff,,,19.1464,ZFPS req479166 snr=-1.9
60895.2922685002,ZTF-forced,i,forced_diff,,,18.2407,ZFPS req479166 snr=-1.2
60898.27686339989,ZTF-forced,i,forced_diff,,,18.3854,ZFPS req479166 snr=0.7
60898.37611109996,ZTF-forced,r,forced_diff,,,18.8097,ZFPS req479166 snr=-0.5
60898.376585599966,ZTF-forced,r,forced_diff,,,18.8415,ZFPS req479166 snr=-0.1
60899.35594910011,ZTF-forced,i,forced_diff,,,18.837,ZFPS req479166 snr=-1.2
60899.43145829998,ZTF-forced,r,forced_diff,,,19.0499,ZFPS req479166 snr=-0.7
60900.29806709988,ZTF-forced,i,forced_diff,,,19.3902,ZFPS req479166 snr=-0.1
60900.310972199775,ZTF-forced,r,forced_diff,,,19.7976,ZFPS req479166 snr=-1.5
60900.31527779997,ZTF-forced,g,forced_diff,,,19.6762,ZFPS req479166 snr=-1.1
60901.28248840012,ZTF-forced,i,forced_diff,,,19.3066,ZFPS req479166 snr=-0.4
60901.29531250009,ZTF-forced,r,forced_diff,,,19.8875,ZFPS req479166 snr=-1.2
60901.29625000013,ZTF-forced,r,forced_diff,,,19.8304,ZFPS req479166 snr=-0.9
60901.377199099865,ZTF-forced,g,forced_diff,,,19.6199,ZFPS req479166 snr=0.5
60902.26969909994,ZTF-forced,g,forced_diff,,,19.973,ZFPS req479166 snr=0.4
60902.31850690022,ZTF-forced,i,forced_diff,,,19.3251,ZFPS req479166 snr=-1.9
60902.338391200174,ZTF-forced,r,forced_diff,,,19.8177,ZFPS req479166 snr=-1.1
60903.23614579998,ZTF-forced,g,forced_diff,,,20.4033,ZFPS req479166 snr=-0.2
60903.2366204001,ZTF-forced,g,forced_diff,,,20.4678,ZFPS req479166 snr=-1.2
60903.237094900105,ZTF-forced,g,forced_diff,,,20.4775,ZFPS req479166 snr=-0.5
60903.259965300094,ZTF-forced,i,forced_diff,,,19.8109,ZFPS req479166 snr=-2.8
60903.26042820001,ZTF-forced,i,forced_diff,,,19.8401,ZFPS req479166 snr=-2.3
60903.30902779987,ZTF-forced,r,forced_diff,,,20.1934,ZFPS req479166 snr=-1.2
60903.309502299875,ZTF-forced,r,forced_diff,,,20.2409,ZFPS req479166 snr=-2.4
60903.3099769,ZTF-forced,r,forced_diff,,,20.163,ZFPS req479166 snr=-3.1
60904.25636570016,ZTF-forced,i,forced_diff,,,19.6079,ZFPS req479166 snr=-1.5
60904.256840299815,ZTF-forced,i,forced_diff,,,19.708,ZFPS req479166 snr=-1.6
60904.2943519,ZTF-forced,g,forced_diff,,,20.4974,ZFPS req479166 snr=-1.2
60904.30907410011,ZTF-forced,g,forced_diff,,,20.4287,ZFPS req479166 snr=1.0
60904.31101850001,ZTF-forced,g,forced_diff,,,20.2706,ZFPS req479166 snr=-0.0
60904.315821799915,ZTF-forced,r,forced_diff,,,20.4051,ZFPS req479166 snr=-0.8
60904.31629629992,ZTF-forced,r,forced_diff,,,20.2583,ZFPS req479166 snr=-1.1
60904.31677079992,ZTF-forced,r,forced_diff,,,20.3799,ZFPS req479166 snr=-1.3
60905.30094909994,ZTF-forced,g,forced_diff,,,20.3888,ZFPS req479166 snr=-0.7
60905.33692129981,ZTF-forced,r,forced_diff,,,20.2196,ZFPS req479166 snr=-0.2
60905.337858799845,ZTF-forced,r,forced_diff,,,20.1166,ZFPS req479166 snr=-1.0
60905.33833329985,ZTF-forced,r,forced_diff,,,20.3343,ZFPS req479166 snr=-1.5
60905.366782399826,ZTF-forced,g,forced_diff,,,20.4325,ZFPS req479166 snr=-0.3
60905.392696800176,ZTF-forced,g,forced_diff,,,20.194,ZFPS req479166 snr=-0.6
60908.256215299945,ZTF-forced,i,forced_diff,,,19.5153,ZFPS req479166 snr=-1.1
60908.30942129996,ZTF-forced,g,forced_diff,,,20.3306,ZFPS req479166 snr=-0.3
60909.29416669998,ZTF-forced,g,forced_diff,,,20.3145,ZFPS req479166 snr=-0.6
60909.29464119999,ZTF-forced,g,forced_diff,,,20.2927,ZFPS req479166 snr=-2.0
60909.29559030011,ZTF-forced,g,forced_diff,,,20.1255,ZFPS req479166 snr=-1.5
60909.32945600012,ZTF-forced,i,forced_diff,,,19.5253,ZFPS req479166 snr=-0.7
60909.33190969983,ZTF-forced,i,forced_diff,,,19.4567,ZFPS req479166 snr=-0.8
60910.27429400012,ZTF-forced,r,forced_diff,,,20.1714,ZFPS req479166 snr=-2.2
60910.27619209979,ZTF-forced,r,forced_diff,,,20.2131,ZFPS req479166 snr=-1.2
60910.29733800003,ZTF-forced,i,forced_diff,,,19.4615,ZFPS req479166 snr=-2.1
60910.30583330011,ZTF-forced,r,forced_diff,,,20.1299,ZFPS req479166 snr=1.0
60911.269571799785,ZTF-forced,g,forced_diff,,,20.3525,ZFPS req479166 snr=-0.2
60911.270983799826,ZTF-forced,g,forced_diff,,,20.2138,ZFPS req479166 snr=-0.0
60911.276203699876,ZTF-forced,i,forced_diff,,,19.4652,ZFPS req479166 snr=-1.9
60911.27667819988,ZTF-forced,i,forced_diff,,,19.6628,ZFPS req479166 snr=-1.3
60911.283148100134,ZTF-forced,g,forced_diff,,,20.2567,ZFPS req479166 snr=-1.7
60911.294699099846,ZTF-forced,r,forced_diff,,,20.2144,ZFPS req479166 snr=-1.2
60911.31663190015,ZTF-forced,r,forced_diff,,,20.3042,ZFPS req479166 snr=-1.0
60911.31709490018,ZTF-forced,r,forced_diff,,,20.1645,ZFPS req479166 snr=-1.0
60913.25232640002,ZTF-forced,r,forced_diff,,,20.202,ZFPS req479166 snr=-2.1
60913.27045139996,ZTF-forced,r,forced_diff,,,20.1066,ZFPS req479166 snr=-3.4
60913.27621529997,ZTF-forced,i,forced_diff,,,19.573,ZFPS req479166 snr=-3.6
60913.27668979997,ZTF-forced,i,forced_diff,,,19.6173,ZFPS req479166 snr=0.8
60913.290381900035,ZTF-forced,r,forced_diff,,,20.1158,ZFPS req479166 snr=-0.7
60913.29084490007,ZTF-forced,r,forced_diff,,,20.1939,ZFPS req479166 snr=-2.1
60913.29421300022,ZTF-forced,g,forced_diff,,,20.3189,ZFPS req479166 snr=-0.9
60913.33358799992,ZTF-forced,g,forced_diff,,,20.3919,ZFPS req479166 snr=-1.5
60913.339560199995,ZTF-forced,g,forced_diff,,,20.3658,ZFPS req479166 snr=-0.2
60913.34049770003,ZTF-forced,g,forced_diff,,,20.2364,ZFPS req479166 snr=-0.8
60914.239467599895,ZTF-forced,r,forced_diff,,,20.0874,ZFPS req479166 snr=-1.0
60914.2868170999,ZTF-forced,i,forced_diff,,,19.393,ZFPS req479166 snr=0.4
60914.287754599936,ZTF-forced,i,forced_diff,,,19.5543,ZFPS req479166 snr=-2.2
60914.294421299826,ZTF-forced,g,forced_diff,,,20.1887,ZFPS req479166 snr=-0.4
60914.29489579983,ZTF-forced,g,forced_diff,,,20.277,ZFPS req479166 snr=-0.0
60914.347372699995,ZTF-forced,r,forced_diff,,,20.1715,ZFPS req479166 snr=0.0
60916.251354199834,ZTF-forced,r,forced_diff,,,20.1302,ZFPS req479166 snr=-2.2
60916.27927079983,ZTF-forced,r,forced_diff,,,20.2446,ZFPS req479166 snr=-1.7
60916.28021989995,ZTF-forced,r,forced_diff,,,20.1844,ZFPS req479166 snr=-1.6
60916.29763890011,ZTF-forced,i,forced_diff,,,19.5273,ZFPS req479166 snr=-1.6
60916.298101900145,ZTF-forced,i,forced_diff,,,19.5413,ZFPS req479166 snr=-0.8
60916.307175899856,ZTF-forced,r,forced_diff,,,20.3047,ZFPS req479166 snr=-0.6
60916.33292819979,ZTF-forced,g,forced_diff,,,20.3596,ZFPS req479166 snr=-0.3
60916.33340279991,ZTF-forced,g,forced_diff,,,20.186,ZFPS req479166 snr=-0.0
60916.35961809987,ZTF-forced,g,forced_diff,,,20.2394,ZFPS req479166 snr=0.9
60916.36008099979,ZTF-forced,g,forced_diff,,,20.2088,ZFPS req479166 snr=-0.1
60917.23415509984,ZTF-forced,i,forced_diff,,,19.3844,ZFPS req479166 snr=-0.6
60917.23462959984,ZTF-forced,i,forced_diff,,,19.5406,ZFPS req479166 snr=-1.8
60917.27280090004,ZTF-forced,g,forced_diff,,,20.1352,ZFPS req479166 snr=-0.4
60917.27373840008,ZTF-forced,g,forced_diff,,,20.2898,ZFPS req479166 snr=0.6
60917.3355208002,ZTF-forced,r,forced_diff,,,20.2128,ZFPS req479166 snr=-2.0
60917.33646989986,ZTF-forced,r,forced_diff,,,20.2757,ZFPS req479166 snr=-1.1
60918.25450230017,ZTF-forced,i,forced_diff,,,19.4787,ZFPS req479166 snr=-0.1
60918.254965300206,ZTF-forced,i,forced_diff,,,19.5245,ZFPS req479166 snr=0.3
60918.29320599977,ZTF-forced,g,forced_diff,,,20.2467,ZFPS req479166 snr=0.6
60918.335463,ZTF-forced,r,forced_diff,,,19.9617,ZFPS req479166 snr=0.3
60918.3359375,ZTF-forced,r,forced_diff,,,20.1819,ZFPS req479166 snr=0.2
60918.34428239986,ZTF-forced,r,forced_diff,,,20.1005,ZFPS req479166 snr=-0.3
60918.344745399896,ZTF-forced,r,forced_diff,,,20.0289,ZFPS req479166 snr=-0.3
60919.27783560008,ZTF-forced,i,forced_diff,,,19.5647,ZFPS req479166 snr=-3.2
60919.2783102002,ZTF-forced,i,forced_diff,,,19.5994,ZFPS req479166 snr=0.2
60919.29622690007,ZTF-forced,g,forced_diff,,,20.3071,ZFPS req479166 snr=-0.7
60919.29668979999,ZTF-forced,g,forced_diff,,,20.2749,ZFPS req479166 snr=0.0
60919.37207179982,ZTF-forced,r,forced_diff,,,20.0876,ZFPS req479166 snr=-0.1
60920.21677079983,ZTF-forced,i,forced_diff,,,18.2608,ZFPS req479166 snr=-2.0
60920.273958299775,ZTF-forced,g,forced_diff,,,19.8089,ZFPS req479166 snr=0.2
60920.353425899986,ZTF-forced,g,forced_diff,,,20.0956,ZFPS req479166 snr=-1.0
60920.35636569979,ZTF-forced,r,forced_diff,,,20.0399,ZFPS req479166 snr=-1.5
60920.3778241002,ZTF-forced,r,forced_diff,,,19.933,ZFPS req479166 snr=-0.7
60920.433935199864,ZTF-forced,g,forced_diff,,,19.4309,ZFPS req479166 snr=0.6
60920.43578700023,ZTF-forced,r,forced_diff,,,19.4379,ZFPS req479166 snr=-2.5
60921.28559029987,ZTF-forced,g,forced_diff,,,19.7132,ZFPS req479166 snr=-1.6
60921.2952430998,ZTF-forced,i,forced_diff,,,19.2306,ZFPS req479166 snr=-1.7
60921.2957175998,ZTF-forced,i,forced_diff,,,19.3553,ZFPS req479166 snr=-2.6
60922.31434029993,ZTF-forced,r,forced_diff,,,18.9175,ZFPS req479166 snr=0.5
60922.31481479993,ZTF-forced,r,forced_diff,,,19.0602,ZFPS req479166 snr=-0.3
60922.31527779997,ZTF-forced,r,forced_diff,,,19.1023,ZFPS req479166 snr=-1.1
60922.31575229997,ZTF-forced,r,forced_diff,,,19.1144,ZFPS req479166 snr=-2.9
60922.33531250013,ZTF-forced,i,forced_diff,,,18.7513,ZFPS req479166 snr=-2.3
60922.3368286998,ZTF-forced,i,forced_diff,,,18.8364,ZFPS req479166 snr=-1.2
60922.358576400205,ZTF-forced,g,forced_diff,,,19.2063,ZFPS req479166 snr=0.9
60922.36553240009,ZTF-forced,g,forced_diff,,,19.2096,ZFPS req479166 snr=1.8
60922.37703699991,ZTF-forced,g,forced_diff,,,19.2709,ZFPS req479166 snr=-1.1
60922.378923600074,ZTF-forced,g,forced_diff,,,19.2669,ZFPS req479166 snr=-0.1
60923.181053199805,ZTF-forced,g,forced_diff,,,18.6583,ZFPS req479166 snr=-2.9
60926.21641199989,ZTF-forced,r,forced_diff,,,18.9939,ZFPS req479166 snr=1.2
60926.216886600014,ZTF-forced,r,forced_diff,,,19.1243,ZFPS req479166 snr=-1.3
60926.21736110002,ZTF-forced,r,forced_diff,,,19.0838,ZFPS req479166 snr=-1.0
60926.21782410005,ZTF-forced,r,forced_diff,,,19.0015,ZFPS req479166 snr=-0.4
60926.25546299992,ZTF-forced,i,forced_diff,,,18.9525,ZFPS req479166 snr=-0.6
60926.25592589984,ZTF-forced,i,forced_diff,,,18.9098,ZFPS req479166 snr=-1.8
60926.30954860011,ZTF-forced,g,forced_diff,,,18.8598,ZFPS req479166 snr=-1.5
60926.31048610015,ZTF-forced,g,forced_diff,,,18.8526,ZFPS req479166 snr=-0.7
60926.31096060015,ZTF-forced,g,forced_diff,,,18.8952,ZFPS req479166 snr=-0.2
60926.311423600186,ZTF-forced,g,forced_diff,,,18.8875,ZFPS req479166 snr=0.1
60927.17243060004,ZTF-forced,i,forced_diff,,,19.2439,ZFPS req479166 snr=-2.0
60927.17387730023,ZTF-forced,i,forced_diff,,,19.3551,ZFPS req479166 snr=-1.0
60927.22057869984,ZTF-forced,r,forced_diff,,,19.4607,ZFPS req479166 snr=-1.9
60927.346469900105,ZTF-forced,g,forced_diff,,,19.17,ZFPS req479166 snr=-0.3
60927.34694440011,ZTF-forced,g,forced_diff,,,19.0823,ZFPS req479166 snr=0.4
60927.348506900016,ZTF-forced,r,forced_diff,,,19.3186,ZFPS req479166 snr=0.3
60928.22142359987,ZTF-forced,r,forced_diff,,,19.584,ZFPS req479166 snr=-0.5
60928.23052080022,ZTF-forced,r,forced_diff,,,19.7006,ZFPS req479166 snr=-1.9
60928.2334838002,ZTF-forced,r,forced_diff,,,19.6236,ZFPS req479166 snr=-2.2
60928.23443289986,ZTF-forced,r,forced_diff,,,19.5704,ZFPS req479166 snr=-1.7
60928.25564809982,ZTF-forced,i,forced_diff,,,19.3845,ZFPS req479166 snr=-2.9
60928.25612269994,ZTF-forced,i,forced_diff,,,19.4598,ZFPS req479166 snr=-2.3
60928.300798600074,ZTF-forced,g,forced_diff,,,19.5516,ZFPS req479166 snr=-1.3
60928.30127310008,ZTF-forced,g,forced_diff,,,19.3843,ZFPS req479166 snr=-0.6
60928.30173610011,ZTF-forced,g,forced_diff,,,19.5366,ZFPS req479166 snr=-0.1
60928.302210600115,ZTF-forced,g,forced_diff,,,19.4287,ZFPS req479166 snr=0.1
60929.203229200095,ZTF-forced,g,forced_diff,,,19.5975,ZFPS req479166 snr=-0.1
60929.234525499865,ZTF-forced,r,forced_diff,,,19.5476,ZFPS req479166 snr=-0.5
60929.25447920011,ZTF-forced,r,forced_diff,,,19.6922,ZFPS req479166 snr=-1.1
60929.27611109987,ZTF-forced,i,forced_diff,,,19.3253,ZFPS req479166 snr=-1.6
60929.2765740999,ZTF-forced,i,forced_diff,,,19.3489,ZFPS req479166 snr=-0.3
60929.30671299994,ZTF-forced,g,forced_diff,,,19.4937,ZFPS req479166 snr=-0.3
60932.22185190022,ZTF-forced,r,forced_diff,,,20.2719,ZFPS req479166 snr=-2.0
60932.25021990016,ZTF-forced,r,forced_diff,,,20.2179,ZFPS req479166 snr=-1.1
60932.25503470003,ZTF-forced,i,forced_diff,,,19.5071,ZFPS req479166 snr=-1.6
60932.25550930016,ZTF-forced,i,forced_diff,,,19.654,ZFPS req479166 snr=-3.0
60932.26386569999,ZTF-forced,r,forced_diff,,,20.2609,ZFPS req479166 snr=-2.1
60932.264328700025,ZTF-forced,r,forced_diff,,,20.0843,ZFPS req479166 snr=-1.8
60932.27349539986,ZTF-forced,g,forced_diff,,,20.1658,ZFPS req479166 snr=-0.1
60932.273958299775,ZTF-forced,g,forced_diff,,,20.1462,ZFPS req479166 snr=-0.4
60932.29312499985,ZTF-forced,g,forced_diff,,,20.1242,ZFPS req479166 snr=0.6
60932.35008100001,ZTF-forced,g,forced_diff,,,19.7043,ZFPS req479166 snr=-1.0
60933.22596060019,ZTF-forced,r,forced_diff,,,20.1334,ZFPS req479166 snr=-1.7
60933.226435199846,ZTF-forced,r,forced_diff,,,20.141,ZFPS req479166 snr=-0.2
60933.23451389978,ZTF-forced,i,forced_diff,,,19.5263,ZFPS req479166 snr=-2.4
60933.23497689981,ZTF-forced,i,forced_diff,,,19.5943,ZFPS req479166 snr=-2.0
60933.26797450008,ZTF-forced,g,forced_diff,,,20.3349,ZFPS req479166 snr=-0.2
60933.2684491002,ZTF-forced,g,forced_diff,,,20.4172,ZFPS req479166 snr=-0.4
60934.214062499814,ZTF-forced,i,forced_diff,,,19.5212,ZFPS req479166 snr=-3.8
60934.27288189996,ZTF-forced,r,forced_diff,,,20.0643,ZFPS req479166 snr=0.2
60934.27335650008,ZTF-forced,r,forced_diff,,,20.0548,ZFPS req479166 snr=-0.2
60934.273831000086,ZTF-forced,r,forced_diff,,,20.1126,ZFPS req479166 snr=-1.3
60934.27429400012,ZTF-forced,r,forced_diff,,,20.0761,ZFPS req479166 snr=-0.8
60934.29504630016,ZTF-forced,g,forced_diff,,,20.1594,ZFPS req479166 snr=-0.2
60934.36202549981,ZTF-forced,g,forced_diff,,,19.7009,ZFPS req479166 snr=-0.9
60934.36248840019,ZTF-forced,g,forced_diff,,,19.5931,ZFPS req479166 snr=-1.2
60935.15280089993,ZTF-forced,g,forced_diff,,,19.827,ZFPS req479166 snr=-0.5
60935.17313659983,ZTF-forced,i,forced_diff,,,19.3748,ZFPS req479166 snr=0.2
60935.17359950021,ZTF-forced,i,forced_diff,,,19.4945,ZFPS req479166 snr=-0.4
60935.21109949984,ZTF-forced,r,forced_diff,,,19.2069,ZFPS req479166 snr=0.4
60938.21408559987,ZTF-forced,i,forced_diff,,,19.5739,ZFPS req479166 snr=-1.9
60938.21902780002,ZTF-forced,r,forced_diff,,,20.2255,ZFPS req479166 snr=-0.1
60938.27026619995,ZTF-forced,g,forced_diff,,,20.2372,ZFPS req479166 snr=-0.1
60938.27120369999,ZTF-forced,g,forced_diff,,,20.2456,ZFPS req479166 snr=-0.4
60938.34181710007,ZTF-forced,r,forced_diff,,,19.5749,ZFPS req479166 snr=1.0
60939.187372699846,ZTF-forced,g,forced_diff,,,20.2187,ZFPS req479166 snr=-0.8
60939.19357640017,ZTF-forced,i,forced_diff,,,19.5417,ZFPS req479166 snr=-3.2
60939.21068290016,ZTF-forced,r,forced_diff,,,20.2505,ZFPS req479166 snr=-0.0
60941.2312384001,ZTF-forced,r,forced_diff,,,19.9748,ZFPS req479166 snr=0.0
60941.232175900135,ZTF-forced,r,forced_diff,,,19.8645,ZFPS req479166 snr=-0.1
60941.2546759001,ZTF-forced,i,forced_diff,,,19.2278,ZFPS req479166 snr=-2.3
60941.27317130007,ZTF-forced,g,forced_diff,,,20.0984,ZFPS req479166 snr=-1.2
60941.274108800106,ZTF-forced,g,forced_diff,,,20.0631,ZFPS req479166 snr=-0.7
60942.207881900016,ZTF-forced,r,forced_diff,,,19.9429,ZFPS req479166 snr=-1.9
60942.24115739995,ZTF-forced,i,forced_diff,,,19.4023,ZFPS req479166 snr=-1.6
60942.25234950008,ZTF-forced,g,forced_diff,,,20.2506,ZFPS req479166 snr=-0.7
60943.2514698999,ZTF-forced,r,forced_diff,,,20.0927,ZFPS req479166 snr=-0.1
60943.25240739994,ZTF-forced,r,forced_diff,,,20.0624,ZFPS req479166 snr=-0.2
60943.27456020005,ZTF-forced,i,forced_diff,,,19.5218,ZFPS req479166 snr=-0.7
60943.29626160022,ZTF-forced,g,forced_diff,,,19.9597,ZFPS req479166 snr=-0.2
60943.29719909979,ZTF-forced,g,forced_diff,,,20.2471,ZFPS req479166 snr=-0.2
60944.17045139987,ZTF-forced,g,forced_diff,,,20.109,ZFPS req479166 snr=-1.4
60944.19299770007,ZTF-forced,i,forced_diff,,,19.4387,ZFPS req479166 snr=-1.2
60948.20967590017,ZTF-forced,r,forced_diff,,,19.9675,ZFPS req479166 snr=-0.7
60948.21015049983,ZTF-forced,r,forced_diff,,,20.1687,ZFPS req479166 snr=-2.0
60948.272118099965,ZTF-forced,g,forced_diff,,,20.3274,ZFPS req479166 snr=-2.4
60948.288935199846,ZTF-forced,g,forced_diff,,,20.481,ZFPS req479166 snr=-1.1
60953.20987269981,ZTF-forced,r,forced_diff,,,19.0405,ZFPS req479166 snr=-1.9
60953.27781250002,ZTF-forced,g,forced_diff,,,18.5654,ZFPS req479166 snr=-0.1
60955.168310199864,ZTF-forced,g,forced_diff,,,18.8307,ZFPS req479166 snr=1.0
60955.25237269979,ZTF-forced,r,forced_diff,,,19.2154,ZFPS req479166 snr=0.5
60957.209838000126,ZTF-forced,r,forced_diff,,,19.4047,ZFPS req479166 snr=0.4
60957.297824100126,ZTF-forced,g,forced_diff,,,18.8466,ZFPS req479166 snr=-1.0
60960.1870255,ZTF-forced,r,forced_diff,,,20.0813,ZFPS req479166 snr=-2.0
60960.233275500126,ZTF-forced,g,forced_diff,,,19.8403,ZFPS req479166 snr=0.1
60965.23054399993,ZTF-forced,g,forced_diff,,,19.7361,ZFPS req479166 snr=-0.8
60965.25329860021,ZTF-forced,r,forced_diff,,,19.4483,ZFPS req479166 snr=0.4
