mjd,m,dm,uJy,duJy,filter,err,chiN,ra,dec,mag5sig,obs
57691.290760,21.635,2.182,8,18,c,0,0.90,334.24962,-18.20795,19.43,02a57691o0108c
57691.304203,-21.279,1.567,-11,18,c,0,1.20,334.24962,-18.20795,19.39,02a57691o0134c
57691.317712,-21.741,2.556,-7,19,c,0,1.10,334.24962,-18.20795,19.33,02a57691o0160c
57691.331184,20.072,0.518,34,18,c,0,1.36,334.24962,-18.20795,19.31,02a57691o0186c
57691.343582,20.122,0.606,32,20,c,0,1.19,334.24962,-18.20795,19.26,02a57691o0210c
57695.285408,21.432,1.714,10,17,c,0,1.31,334.24962,-18.20795,19.47,02a57695o0209c
57695.298368,-20.733,0.796,-18,15,c,0,1.32,334.24962,-18.20795,19.48,02a57695o0234c
57695.311321,22.975,6.571,2,15,c,0,1.44,334.24962,-18.20795,19.48,02a57695o0259c
57695.324727,-20.764,0.981,-18,18,c,0,1.03,334.24962,-18.20795,19.45,02a57695o0285c
57695.338168,-20.752,0.980,-18,18,c,0,1.09,334.24962,-18.20795,19.43,02a57695o0311c
57703.260846,-20.909,2.531,-16,40,o,0,1.03,334.24962,-18.20795,18.49,02a57703o0162o
57703.272200,19.936,1.086,38,42,o,0,0.95,334.24962,-18.20795,18.46,02a57703o0184o
57703.284031,20.444,1.740,24,42,o,0,1.11,334.24962,-18.20795,18.44,02a57703o0207o
57703.296912,-20.189,1.430,-30,44,o,0,1.05,334.24962,-18.20795,18.44,02a57703o0232o
57703.309314,19.539,0.672,56,37,o,0,1.07,334.24962,-18.20795,18.43,02a57703o0256o
57707.255785,20.982,3.025,15,44,o,0,0.97,334.24962,-18.20795,18.45,02a57707o0130o
57707.267104,20.928,2.619,15,40,o,0,1.09,334.24962,-18.20795,18.44,02a57707o0152o
57707.279438,-20.294,1.354,-28,38,o,0,1.17,334.24962,-18.20795,18.45,02a57707o0176o
57707.292357,-21.086,3.143,-13,42,o,0,1.07,334.24962,-18.20795,18.38,02a57707o0201o
57707.304691,-20.803,2.511,-17,44,o,0,1.08,334.24962,-18.20795,18.35,02a57707o0225o
57711.225991,-20.645,1.289,-20,26,o,0,1.11,334.24962,-18.20795,18.96,02a57711o0087o
57711.239972,21.015,2.478,14,35,o,0,1.24,334.24962,-18.20795,18.50,02a57711o0114o
57711.249726,19.853,0.549,42,23,o,0,1.48,334.24962,-18.20795,19.01,02a57711o0133o
57711.260538,-20.558,1.107,-22,24,o,0,1.23,334.24962,-18.20795,19.01,02a57711o0154o
57711.272405,19.924,0.622,39,24,o,0,1.18,334.24962,-18.20795,18.89,02a57711o0177o
57715.239047,20.698,0.958,19,18,c,0,1.16,334.24962,-18.20795,19.35,02a57715o0120c
57715.250940,20.611,1.064,21,22,c,0,1.02,334.24962,-18.20795,19.14,02a57715o0143c
57715.263330,-20.875,1.289,-16,21,c,0,1.13,334.24962,-18.20795,19.23,02a57715o0167c
57715.275726,20.859,1.250,16,21,c,0,0.87,334.24962,-18.20795,19.31,02a57715o0191c
57715.288682,23.716,17.333,1,20,c,0,0.90,334.24962,-18.20795,19.33,02a57715o0216c
57743.218476,19.880,0.933,40,38,o,0,1.03,334.24962,-18.20795,18.56,02a57743o0071o
57743.232369,19.323,0.486,68,33,o,0,1.08,334.24962,-18.20795,18.68,02a57743o0098o
57743.247830,18.928,0.370,98,36,o,0,1.01,334.24962,-18.20795,18.61,02a57743o0128o
57747.202056,-20.268,1.263,-28,36,c,0,1.05,334.24962,-18.20795,18.59,02a57747o0033c
57747.207031,23.684,20.333,1,25,c,0,1.34,334.24962,-18.20795,18.90,02a57747o0043c
57747.215045,20.361,0.836,26,22,c,0,1.11,334.24962,-18.20795,19.09,02a57747o0059c
57747.226147,22.241,4.727,5,22,c,0,1.37,334.24962,-18.20795,19.04,02a57747o0081c
57911.530772,-19.725,0.694,-47,32,o,0,1.44,334.24962,-18.20795,18.72,02a57911o0546o
57911.542782,20.791,1.717,18,30,o,0,1.18,334.24962,-18.20795,18.87,02a57911o0568o
57911.555617,20.995,2.213,14,32,o,0,1.07,334.24962,-18.20795,18.76,02a57911o0592o
57911.567616,19.987,0.677,37,25,o,0,1.05,334.24962,-18.20795,19.05,02a57911o0614o
57911.579978,20.135,0.777,32,25,o,0,0.73,334.24962,-18.20795,19.13,02a57911o0637o
57913.614147,-20.098,1.099,-33,36,o,0,0.95,334.24962,-18.20795,18.20,01a57913o0714o
57922.595202,-19.713,0.481,-47,23,o,0,1.19,334.24962,-18.20795,18.78,01a57922o0714o
57922.605986,20.358,0.637,26,17,o,0,0.86,334.24962,-18.20795,19.18,01a57922o0735o
57922.624191,19.376,0.994,64,64,o,0,0.99,334.24962,-18.20795,17.60,01a57922o0772o
57922.625362,-20.610,7.455,-21,154,o,0,1.06,334.24962,-18.20795,17.75,01a57922o0774o
57923.573132,-19.626,7.424,-51,380,o,0,1.43,334.24962,-18.20795,16.05,02a57923o0656o
57923.581968,17.368,0.873,410,358,o,0,1.60,334.24962,-18.20795,16.02,02a57923o0674o
57923.600671,18.470,1.812,149,269,o,0,1.12,334.24962,-18.20795,15.99,02a57923o0712o
57923.606550,16.811,1.178,685,807,o,0,1.42,334.24962,-18.20795,15.88,02a57923o0724o
57930.577172,-20.113,0.614,-33,20,o,0,1.34,334.24962,-18.20795,18.90,01a57930o0653o
57930.585965,19.744,0.532,46,24,o,0,1.13,334.24962,-18.20795,18.56,01a57930o0670o
57930.605391,19.419,0.312,62,19,o,0,1.30,334.24962,-18.20795,18.83,01a57930o0708o
57930.609489,-21.439,2.136,-10,21,o,0,1.15,334.24962,-18.20795,18.82,01a57930o0716o
57934.555541,-21.937,1.875,-6,11,o,0,1.12,334.24962,-18.20795,19.49,01a57934o0646o
57938.541472,-21.137,1.353,-13,17,o,0,1.36,334.24962,-18.20795,19.04,01a57938o0505o
57938.554834,21.198,1.586,12,19,o,0,1.26,334.24962,-18.20795,18.96,01a57938o0532o
57938.556802,-22.264,4.000,-4,18,o,0,0.96,334.24962,-18.20795,19.03,01a57938o0536o
57938.558286,20.613,0.935,21,19,o,0,1.27,334.24962,-18.20795,19.00,01a57938o0539o
57938.566671,21.878,2.857,6,18,o,0,1.65,334.24962,-18.20795,18.98,01a57938o0556o
57938.567160,21.264,1.357,11,15,o,0,1.73,334.24962,-18.20795,19.07,01a57938o0557o
57938.576522,21.651,1.957,8,16,o,0,1.22,334.24962,-18.20795,19.22,01a57938o0576o
57940.503260,19.899,0.572,40,23,o,0,1.68,334.24962,-18.20795,19.12,02a57940o0469o
57940.512741,-20.026,0.550,-35,20,o,0,1.34,334.24962,-18.20795,19.04,02a57940o0488o
57940.522164,-21.139,1.985,-13,25,o,0,0.76,334.24962,-18.20795,19.22,02a57940o0507o
57940.531488,20.625,1.132,20,23,o,0,0.61,334.24962,-18.20795,19.23,02a57940o0526o
57942.468109,19.614,0.656,52,34,o,0,1.17,334.24962,-18.20795,18.46,01a57942o0434o
57942.476928,19.582,0.623,53,33,o,0,0.95,334.24962,-18.20795,18.44,01a57942o0451o
57942.478533,21.832,5.312,7,36,o,0,1.00,334.24962,-18.20795,18.53,01a57942o0454o
57942.485660,19.578,0.584,54,31,o,0,1.82,334.24962,-18.20795,18.57,01a57942o0468o
57942.487536,20.282,1.142,28,32,o,0,0.81,334.24962,-18.20795,18.57,01a57942o0471o
57942.494482,-21.234,2.420,-12,28,o,0,0.95,334.24962,-18.20795,18.63,01a57942o0485o
57942.495970,-20.241,1.193,-29,35,o,0,1.46,334.24962,-18.20795,18.54,01a57942o0488o
57942.504362,20.705,3.041,19,58,o,0,0.96,334.24962,-18.20795,18.44,01a57942o0505o
57948.538899,20.939,2.359,15,36,o,0,0.95,334.24962,-18.20795,18.96,02a57948o0596o
57948.556343,-21.256,2.857,-11,33,o,0,1.16,334.24962,-18.20795,19.01,02a57948o0631o
57948.566287,-19.953,0.506,-38,19,o,0,1.15,334.24962,-18.20795,18.94,02a57948o0651o
57948.568548,20.692,1.094,19,21,o,0,0.84,334.24962,-18.20795,18.86,02a57948o0655o
57950.529913,-23.248,10.778,-2,20,o,0,0.75,334.24962,-18.20795,19.03,01a57950o0592o
57950.532336,21.129,1.235,13,16,o,0,0.93,334.24962,-18.20795,19.20,01a57950o0597o
57950.541819,-20.027,0.399,-35,14,o,0,1.58,334.24962,-18.20795,19.29,01a57950o0616o
57950.543275,20.828,0.860,17,15,o,0,1.14,334.24962,-18.20795,19.27,01a57950o0619o
57954.528341,20.348,0.670,26,18,o,0,1.09,334.24962,-18.20795,19.22,01a57954o0651o
57954.539272,-20.970,0.919,-15,14,o,0,1.75,334.24962,-18.20795,19.21,01a57954o0672o
57954.540621,21.492,1.750,9,16,o,0,1.03,334.24962,-18.20795,19.22,01a57954o0674o
57954.557335,21.974,2.625,6,16,o,0,1.75,334.24962,-18.20795,19.16,01a57954o0707o
57958.524704,-23.188,8.143,-2,16,o,0,0.98,334.24962,-18.20795,19.21,01a57958o0313o
57958.535147,20.954,0.897,15,14,o,0,1.31,334.24962,-18.20795,19.25,01a57958o0334o
57958.535634,20.832,0.968,17,16,o,0,0.96,334.24962,-18.20795,19.21,01a57958o0335o
57958.539020,-23.614,10.800,-1,14,o,0,1.11,334.24962,-18.20795,19.23,01a57958o0342o
57960.513004,22.440,2.386,4,9,o,0,1.35,334.24962,-18.20795,19.61,02a57960o0539o
57960.513495,21.674,1.500,8,12,o,0,0.97,334.24962,-18.20795,19.61,02a57960o0540o
57960.522785,-20.944,0.633,-15,10,o,0,0.77,334.24962,-18.20795,19.61,02a57960o0559o
57960.523267,-21.592,1.304,-8,11,o,0,1.03,334.24962,-18.20795,19.63,02a57960o0560o
57960.523959,-22.202,2.019,-5,10,o,0,1.24,334.24962,-18.20795,19.63,02a57960o0561o
57960.540938,-21.971,1.873,-6,11,o,0,0.79,334.24962,-18.20795,19.68,02a57960o0595o
57960.542406,-22.098,2.200,-5,12,o,0,0.69,334.24962,-18.20795,19.70,02a57960o0598o
57960.546299,-22.248,2.250,-5,10,o,0,1.07,334.24962,-18.20795,19.65,02a57960o0606o
57966.490428,22.250,3.190,5,15,o,0,1.06,334.24962,-18.20795,19.27,01a57966o0494o
57966.491883,-21.325,1.455,-11,16,o,0,1.09,334.24962,-18.20795,19.19,01a57966o0497o
57966.501860,20.309,0.479,27,13,o,0,1.02,334.24962,-18.20795,19.38,01a57966o0517o
57966.519884,-20.470,0.521,-24,12,o,0,1.18,334.24962,-18.20795,19.34,01a57966o0553o
57968.459710,20.846,1.404,17,23,o,0,0.80,334.24962,-18.20795,18.99,02a57968o0439o
57968.472882,22.038,2.515,6,14,o,0,1.61,334.24962,-18.20795,19.40,02a57968o0466o
57968.475318,20.723,0.719,19,13,o,0,1.31,334.24962,-18.20795,19.39,02a57968o0471o
57968.485120,21.992,2.923,6,17,o,0,0.97,334.24962,-18.20795,19.32,02a57968o0491o
57970.408072,-20.562,1.313,-22,28,o,0,1.09,334.24962,-18.20795,18.54,01a57970o0313o
57970.415361,20.579,1.263,21,27,o,0,1.22,334.24962,-18.20795,18.61,01a57970o0328o
57970.422628,23.147,19.200,2,38,o,0,1.00,334.24962,-18.20795,18.23,01a57970o0343o
57970.429913,21.146,2.589,13,33,o,0,0.79,334.24962,-18.20795,18.56,01a57970o0358o
57971.418105,-21.641,5.378,-8,43,o,0,0.79,334.24962,-18.20795,18.19,01a57971o0372o
57971.427732,18.812,0.363,108,39,o,0,1.04,334.24962,-18.20795,18.22,01a57971o0389o
57971.436053,-21.079,2.406,-13,32,o,0,0.92,334.24962,-18.20795,18.47,01a57971o0406o
57971.444319,-21.911,5.621,-6,35,o,0,0.84,334.24962,-18.20795,18.43,01a57971o0423o
57977.471988,-21.090,1.322,-13,18,o,0,1.04,334.24962,-18.20795,19.15,02a57977o0476o
57977.482189,-21.301,1.549,-11,17,o,0,1.15,334.24962,-18.20795,19.11,02a57977o0496o
57977.491868,-21.138,1.216,-13,16,o,0,1.40,334.24962,-18.20795,19.11,02a57977o0515o
57977.500530,20.749,1.012,18,18,o,0,0.81,334.24962,-18.20795,19.11,02a57977o0532o
57977.502076,-23.082,8.000,-2,17,o,0,0.79,334.24962,-18.20795,19.15,02a57977o0535o
57977.504112,-21.606,1.815,-8,15,o,0,1.25,334.24962,-18.20795,19.11,02a57977o0539o
57977.506650,22.474,3.757,4,14,o,0,1.59,334.24962,-18.20795,19.14,02a57977o0544o
57977.519888,20.649,0.825,20,16,o,0,1.16,334.24962,-18.20795,19.16,02a57977o0570o
57979.477279,20.809,1.471,17,25,o,0,1.15,334.24962,-18.20795,18.75,01a57979o0464o
57979.487654,21.291,1.816,11,20,o,0,1.39,334.24962,-18.20795,19.02,01a57979o0484o
57979.489214,20.594,1.065,21,22,o,0,1.07,334.24962,-18.20795,18.99,01a57979o0487o
57979.497559,-22.472,5.611,-4,21,o,0,0.95,334.24962,-18.20795,19.03,01a57979o0503o
57979.503761,20.893,1.173,16,19,o,0,1.02,334.24962,-18.20795,19.15,01a57979o0515o
57979.507931,22.832,5.667,3,15,o,0,1.16,334.24962,-18.20795,19.17,01a57979o0523o
57979.510033,21.413,1.571,10,16,o,0,1.29,334.24962,-18.20795,19.14,01a57979o0527o
57979.513132,21.291,1.656,11,18,o,0,0.98,334.24962,-18.20795,19.15,01a57979o0533o
57981.461900,21.532,1.127,9,10,c,0,1.00,334.24962,-18.20795,19.65,02a57981o0452c
57981.471135,22.847,4.000,3,11,c,0,0.94,334.24962,-18.20795,19.59,02a57981o0471c
57981.486176,-23.246,5.692,-2,10,c,0,1.03,334.24962,-18.20795,19.58,02a57981o0502c
57981.488618,23.332,6.417,2,11,c,0,1.01,334.24962,-18.20795,19.57,02a57981o0507c
57983.471004,20.901,0.899,16,14,o,0,1.20,334.24962,-18.20795,19.37,01a57983o0386o
57983.481347,24.993,39.500,0,14,o,0,1.03,334.24962,-18.20795,19.35,01a57983o0406o
57983.500023,21.012,0.912,14,13,o,0,1.21,334.24962,-18.20795,19.34,01a57983o0442o
57983.506760,21.656,1.884,8,15,o,0,0.94,334.24962,-18.20795,19.31,01a57983o0455o
57985.472084,-21.272,1.765,-11,20,c,0,0.85,334.24962,-18.20795,18.93,02a57985o0490c
57985.472567,21.534,1.273,9,11,c,0,0.99,334.24962,-18.20795,19.50,02a57985o0491c
57985.486625,20.826,1.100,17,19,c,0,0.96,334.24962,-18.20795,18.83,02a57985o0520c
57985.490024,-21.075,1.371,-14,18,c,0,1.38,334.24962,-18.20795,18.74,02a57985o0527c
57987.450685,-21.857,2.667,-7,18,o,0,1.12,334.24962,-18.20795,19.10,01a57987o0200o
57987.451206,19.940,0.483,38,18,o,0,1.43,334.24962,-18.20795,19.06,01a57987o0201o
57987.469393,20.899,1.030,16,16,o,0,1.11,334.24962,-18.20795,19.14,01a57987o0236o
57987.476167,22.446,4.400,4,17,o,0,1.28,334.24962,-18.20795,19.10,01a57987o0249o
57989.456341,-20.738,0.543,-18,10,c,0,0.90,334.24962,-18.20795,19.60,02a57989o0451c
57989.475587,-23.247,5.500,-2,10,c,0,1.35,334.24962,-18.20795,19.51,02a57989o0490c
57989.477562,-22.189,3.240,-5,16,c,0,1.04,334.24962,-18.20795,19.16,02a57989o0494c
57989.481039,-20.777,1.164,-18,21,c,0,0.92,334.24962,-18.20795,18.78,02a57989o0501c
57991.462915,-21.448,1.581,-10,15,o,0,1.17,334.24962,-18.20795,19.21,01a57991o0453o
57991.471907,20.931,0.904,15,14,o,0,1.09,334.24962,-18.20795,19.20,01a57991o0471o
57991.479971,20.686,0.806,19,16,o,0,1.26,334.24962,-18.20795,19.17,01a57991o0487o
57991.491558,-22.166,3.500,-5,17,o,0,1.14,334.24962,-18.20795,19.09,01a57991o0510o
57993.453215,20.651,0.631,20,13,o,0,0.95,334.24962,-18.20795,19.54,02a57993o0458o
57993.458445,-24.870,27.500,-0,11,o,0,0.88,334.24962,-18.20795,19.52,02a57993o0469o
57993.462721,-22.326,2.795,-4,12,o,0,0.49,334.24962,-18.20795,19.55,02a57993o0478o
57997.414671,20.435,0.851,24,21,o,0,1.13,334.24962,-18.20795,19.21,02a57997o0297o
57997.418199,-22.182,3.220,-5,16,o,0,1.30,334.24962,-18.20795,19.18,02a57997o0304o
57997.428970,-20.381,0.731,-26,19,o,0,1.09,334.24962,-18.20795,19.22,02a57997o0324o
57997.430404,-21.690,2.260,-8,17,o,0,1.02,334.24962,-18.20795,19.20,02a57997o0327o
57999.389701,21.793,6.000,7,42,o,0,1.23,334.24962,-18.20795,18.02,01a57999o0310o
57999.399808,-19.191,0.590,-76,45,o,0,0.94,334.24962,-18.20795,18.03,01a57999o0327o
57999.408812,-19.783,1.150,-44,51,o,0,1.30,334.24962,-18.20795,17.93,01a57999o0344o
57999.417269,-19.822,1.322,-43,56,o,0,1.35,334.24962,-18.20795,17.75,01a57999o0361o
58007.412405,22.099,3.520,5,18,o,0,1.08,334.24962,-18.20795,18.90,01a58007o0408o
58007.420724,19.813,0.395,43,17,o,0,1.10,334.24962,-18.20795,18.93,01a58007o0426o
58007.428566,-21.183,1.596,-12,20,o,0,1.14,334.24962,-18.20795,18.85,01a58007o0443o
58007.438721,-20.444,0.770,-24,19,o,0,1.06,334.24962,-18.20795,18.95,01a58007o0465o
58011.397146,20.124,0.399,32,13,o,0,0.83,334.24962,-18.20795,19.44,01a58011o0375o
58011.404976,20.615,0.680,21,14,o,0,0.68,334.24962,-18.20795,19.39,01a58011o0392o
58011.412801,22.503,3.696,4,13,o,0,0.88,334.24962,-18.20795,19.37,01a58011o0409o
58011.421984,-22.499,2.739,-4,10,o,0,1.41,334.24962,-18.20795,19.41,01a58011o0429o
58011.462236,21.628,1.387,8,11,o,0,1.22,334.24962,-18.20795,19.52,02a58011o0481o
58011.472502,-22.578,10.333,-3,35,o,0,0.85,334.24962,-18.20795,17.63,02a58011o0503o
58011.482735,21.067,0.906,14,12,o,0,0.92,334.24962,-18.20795,19.51,02a58011o0525o
58011.492969,21.032,1.000,14,14,o,0,0.77,334.24962,-18.20795,19.43,02a58011o0547o
58013.401571,-21.539,0.983,-9,9,c,0,1.19,334.24962,-18.20795,19.65,02a58013o0404c
58013.409890,-24.257,16.200,-1,12,c,0,0.59,334.24962,-18.20795,19.64,02a58013o0422c
58013.417722,-26.057,72.000,-0,10,c,0,1.18,334.24962,-18.20795,19.71,02a58013o0439c
58013.426036,-22.098,1.771,-5,9,c,0,1.03,334.24962,-18.20795,19.64,02a58013o0457c
58015.398111,20.283,0.540,28,15,o,0,1.24,334.24962,-18.20795,19.18,01a58015o0386o
58015.405944,-20.373,0.685,-26,18,o,0,1.15,334.24962,-18.20795,18.89,01a58015o0403o
58015.413755,21.027,1.381,14,20,o,0,0.93,334.24962,-18.20795,18.94,01a58015o0420o
58015.421604,-21.057,1.184,-14,16,o,0,1.10,334.24962,-18.20795,19.00,01a58015o0437o
58017.400363,-21.401,1.028,-10,10,c,0,1.00,334.24962,-18.20795,19.63,02a58017o0264c
58017.408660,21.635,1.000,8,8,c,0,1.72,334.24962,-18.20795,19.62,02a58017o0282c
58017.417432,21.365,0.973,10,10,c,0,1.17,334.24962,-18.20795,19.64,02a58017o0301c
58017.425703,-22.177,1.861,-5,9,c,0,1.43,334.24962,-18.20795,19.66,02a58017o0319c
58019.386625,-21.406,1.543,-10,15,o,0,1.28,334.24962,-18.20795,19.08,01a58019o0250o
58019.394414,20.671,1.893,20,37,o,0,1.12,334.24962,-18.20795,17.88,01a58019o0267o
58019.402202,-20.578,1.000,-21,21,o,0,1.22,334.24962,-18.20795,18.70,01a58019o0284o
58019.409993,21.494,1.971,9,18,o,0,0.98,334.24962,-18.20795,18.99,01a58019o0301o
58021.389678,21.222,0.979,12,12,c,0,0.70,334.24962,-18.20795,19.71,02a58021o0376c
58021.393335,24.575,15.750,0,8,c,0,1.01,334.24962,-18.20795,19.75,02a58021o0384c
58021.398875,22.744,3.478,3,10,c,0,1.06,334.24962,-18.20795,19.72,02a58021o0396c
58021.402129,-20.672,0.468,-20,9,c,0,1.25,334.24962,-18.20795,19.73,02a58021o0403c
58021.402585,23.065,4.938,2,11,c,0,0.73,334.24962,-18.20795,19.74,02a58021o0404c
58021.408577,21.854,1.654,7,11,c,0,0.76,334.24962,-18.20795,19.71,02a58021o0417c
58021.411812,-22.128,1.889,-5,10,c,0,1.08,334.24962,-18.20795,19.72,02a58021o0424c
58021.412270,21.652,1.356,8,11,c,0,0.79,334.24962,-18.20795,19.77,02a58021o0425c
58021.417818,-23.447,8.083,-2,12,c,0,0.66,334.24962,-18.20795,19.70,02a58021o0437c
58021.421042,23.412,5.545,2,9,c,0,1.77,334.24962,-18.20795,19.70,02a58021o0444c
58021.421498,21.718,1.196,8,9,c,0,1.02,334.24962,-18.20795,19.71,02a58021o0445c
58021.429795,22.663,3.000,3,9,c,0,1.67,334.24962,-18.20795,19.72,02a58021o0463c
58023.347318,20.362,0.662,26,17,o,0,1.03,334.24962,-18.20795,19.17,01a58023o0208o
58023.360615,20.843,1.000,17,17,o,0,1.20,334.24962,-18.20795,19.13,01a58023o0237o
58023.369826,20.747,0.913,18,17,o,0,0.69,334.24962,-18.20795,19.14,01a58023o0257o
58023.373035,-21.004,1.246,-14,18,o,0,0.95,334.24962,-18.20795,19.16,01a58023o0264o
58023.378977,19.977,0.456,37,17,o,0,0.94,334.24962,-18.20795,19.18,01a58023o0276o
58027.340632,-19.870,0.893,-41,37,o,0,1.20,334.24962,-18.20795,18.28,01a58027o0075o
58027.348507,20.041,1.113,35,39,o,0,1.28,334.24962,-18.20795,18.31,01a58027o0092o
58027.356351,18.906,0.530,100,53,o,0,0.72,334.24962,-18.20795,18.22,01a58027o0109o
58027.364164,21.057,3.232,14,44,o,0,0.89,334.24962,-18.20795,18.25,01a58027o0126o
58033.358782,19.972,0.794,37,30,o,0,0.71,334.24962,-18.20795,18.86,02a58033o0254o
58033.367138,-19.928,0.866,-39,34,o,0,1.26,334.24962,-18.20795,18.86,02a58033o0272o
58033.368070,-19.805,0.453,-44,20,o,0,1.52,334.24962,-18.20795,18.84,02a58033o0274o
58033.369927,24.313,48.286,1,33,o,0,0.60,334.24962,-18.20795,18.88,02a58033o0278o
58033.375944,19.477,0.441,59,26,o,0,1.25,334.24962,-18.20795,18.84,02a58033o0291o
58033.376400,-20.993,1.479,-15,22,o,0,1.29,334.24962,-18.20795,18.82,02a58033o0292o
58033.378238,-20.047,0.647,-35,22,o,0,1.35,334.24962,-18.20795,18.87,02a58033o0296o
58033.384236,-20.436,1.159,-24,28,o,0,1.45,334.24962,-18.20795,18.89,02a58033o0309o
58033.385186,21.271,2.607,11,29,o,0,0.73,334.24962,-18.20795,18.81,02a58033o0311o
58033.387030,19.923,0.592,39,23,o,0,1.70,334.24962,-18.20795,18.87,02a58033o0315o
58033.393472,21.533,2.859,9,25,o,0,1.33,334.24962,-18.20795,18.83,02a58033o0329o
58033.394858,-20.913,1.780,-16,28,o,0,1.03,334.24962,-18.20795,18.88,02a58033o0332o
58037.338063,20.865,1.013,16,17,o,0,0.80,334.24962,-18.20795,19.46,02a58037o0069o
58037.345896,-20.600,0.898,-21,19,o,0,0.60,334.24962,-18.20795,19.54,02a58037o0086o
58037.349121,22.764,4.120,3,12,o,0,1.19,334.24962,-18.20795,19.50,02a58037o0093o
58037.353711,21.488,1.518,9,14,o,0,0.69,334.24962,-18.20795,19.36,02a58037o0103o
58037.356947,-21.296,1.073,-11,12,o,0,0.88,334.24962,-18.20795,19.47,02a58037o0110o
58037.361547,21.448,1.115,10,11,o,0,1.01,334.24962,-18.20795,19.41,02a58037o0120o
58037.364757,-22.656,3.560,-3,11,o,0,1.76,334.24962,-18.20795,19.40,02a58037o0127o
58037.372591,21.055,1.009,14,14,o,0,1.09,334.24962,-18.20795,19.37,02a58037o0144o
58039.339011,22.486,5.706,4,21,o,0,0.70,334.24962,-18.20795,19.22,01a58039o0237o
58039.346383,22.102,3.667,5,19,o,0,1.12,334.24962,-18.20795,18.92,01a58039o0253o
58039.346840,-20.084,0.579,-34,20,o,0,1.20,334.24962,-18.20795,19.08,01a58039o0254o
58039.348221,-20.059,1.033,-34,36,o,0,1.45,334.24962,-18.20795,18.94,01a58039o0257o
58043.330262,20.188,1.103,30,34,o,0,1.11,334.24962,-18.20795,18.39,01a58043o0300o
58043.338105,19.852,0.657,42,27,o,0,1.14,334.24962,-18.20795,18.54,01a58043o0317o
58043.345933,21.298,1.643,11,18,o,0,1.21,334.24962,-18.20795,19.02,01a58043o0334o
58043.353852,20.079,0.707,34,24,o,0,1.11,334.24962,-18.20795,18.72,01a58043o0351o
58047.329822,-20.856,1.377,-16,23,o,0,0.85,334.24962,-18.20795,18.75,01a58047o0303o
58047.337689,22.923,6.385,2,16,o,0,1.30,334.24962,-18.20795,19.03,01a58047o0320o
58047.345507,-20.926,1.188,-16,18,o,0,0.95,334.24962,-18.20795,19.03,01a58047o0337o
58047.353335,20.618,0.952,21,20,o,0,0.86,334.24962,-18.20795,18.99,01a58047o0354o
58049.330050,22.067,2.150,5,12,c,0,1.02,334.24962,-18.20795,19.58,02a58049o0115c
58049.337869,23.668,8.556,1,11,c,0,1.15,334.24962,-18.20795,19.57,02a58049o0132c
58049.345658,-22.208,2.457,-5,12,c,0,0.90,334.24962,-18.20795,19.58,02a58049o0149c
58049.353467,20.275,0.505,28,14,c,0,0.91,334.24962,-18.20795,19.51,02a58049o0166c
58053.292533,-21.711,1.859,-8,14,o,0,0.98,334.24962,-18.20795,19.39,02a58053o0235o
58053.294372,21.815,2.222,7,15,o,0,1.09,334.24962,-18.20795,19.43,02a58053o0239o
58053.299418,-20.903,0.941,-16,15,o,0,0.89,334.24962,-18.20795,19.37,02a58053o0250o
58053.301243,21.280,1.430,11,16,o,0,1.06,334.24962,-18.20795,19.37,02a58053o0254o
58053.306291,-22.027,2.792,-6,16,o,0,0.79,334.24962,-18.20795,19.35,02a58053o0265o
58053.308114,21.476,2.000,9,19,o,0,0.68,334.24962,-18.20795,19.38,02a58053o0269o
58053.313145,-22.513,4.147,-4,15,o,0,0.85,334.24962,-18.20795,19.36,02a58053o0280o
58053.314985,-20.521,0.671,-22,15,o,0,1.28,334.24962,-18.20795,19.30,02a58053o0284o
58055.295354,-19.473,0.497,-59,29,o,0,0.94,334.24962,-18.20795,18.44,01a58055o0241o
58055.302292,19.756,0.627,45,28,o,0,1.01,334.24962,-18.20795,18.41,01a58055o0256o
58055.309180,21.024,2.318,14,33,o,0,0.79,334.24962,-18.20795,18.32,01a58055o0271o
58055.316061,-20.601,1.654,-21,34,o,0,0.88,334.24962,-18.20795,18.39,01a58055o0286o
