night,band,n,flux,err,snr
59117.5,o,4,4.308855291576673,10.224267071483808,0.421434148917566
59122.5,o,4,1.1651246341550368,14.846266382945817,0.07847930274869896
59124.5,o,4,-1.2489577302094703,12.123485989766177,-0.103019686851105
59125.5,o,4,-6.714518760195759,8.739290813056359,-0.7683139174364557
59126.5,o,8,-0.5657782200012647,5.246768393293063,-0.10783365637494084
59127.5,o,4,-1.7056156056371066,8.553258209153702,-0.19941121429161998
59128.5,o,4,2.281339300859898,6.973140268507059,0.3271609652200973
59129.5,o,4,-6.562887157304555,5.5516086867398995,-1.1821595374652594
59131.5,o,4,-31.302579418951932,24.386248422765746,-1.2836160313092462
59132.5,c,4,-6.895027624309392,4.73029498104873,-1.4576316386046457
59135.5,o,4,-4.556391743474451,5.160223462889999,-0.8829834165597609
59136.5,c,4,-4.7506561679790025,4.61083967620704,-1.0303234338191039
59137.5,c,4,0.5995316159250585,4.25861848276328,0.1407807762896952
59139.5,o,4,2.613260387244915,6.939383601137915,0.37658393561301245
59141.5,c,4,-8.597301027449777,4.458054779303831,-1.9284870763280146
59143.5,o,4,2.221466091634843,6.680324900490494,0.33253863019023744
59150.5,o,4,-18.098919292027215,12.054628094121853,-1.5014083512748697
59153.5,o,4,-19.520832550179026,12.211696156057931,-1.5985357235157875
59155.5,o,4,7.188194493594734,6.562040253149548,1.0954206643497277
59156.5,o,4,-25.14185371721996,13.278558208352338,-1.8934174420687855
59159.5,o,4,-5.566279794591708,5.701469367282918,-0.9762886435088161
59160.5,c,4,-2.479245283018868,5.733713604472515,-0.4323978234777827
59169.5,c,4,1.9752768477980933,5.1196917981004235,0.38581948400311655
59172.5,o,4,-12.137433167675532,7.066212978145338,-1.717671573898871
59178.5,o,3,9.32799426438256,18.505726691218285,0.5040598740069511
59181.5,o,4,8.341534455184908,10.442824503367616,0.7987814458142928
59182.5,o,4,5.099900560021911,10.384172372239792,0.4911224869162971
59183.5,o,4,-1.552655966193425,9.254367930661093,-0.1677754740060902
